"date","q0.025","median","q0.975","observed","fit","cov_nonoise","cov_nonoise_is","cov_nonoise_oos","cov_noise","cov_noise_is","cov_noise_oos","aggr_in_ci"
2025-03-04,0.0368894600288515,0.0780329284168169,0.121008654828738,0.0707462231428346,0.0796115637516056,0.802721088435374,0.82051282051282,0.733333333333333,0.972789115646258,0.991452991452991,0.9,1
