"date","q0.025","median","q0.975","fit","observed","cov_nonoise","cov_nonoise_is","cov_nonoise_oos","cov_noise","cov_noise_is","cov_noise_oos","variance_samples","variance_observed","aggr_in_ci","shapiro_p","normality"
2025-05-16,-0.129975048006233,-0.0201063756378705,0.0886156543718051,-0.0201092453888379,0.00680320698971228,0.591836734693878,0.641025641025641,0.4,0.965986394557823,0.974358974358974,0.933333333333333,0.294079523413885,0.281074937347213,1,0.838903274400297,"maybe normal"
