"date","q0.025","median","q0.975","fit","observed","cov_nonoise","cov_nonoise_is","cov_nonoise_oos","cov_noise","cov_noise_is","cov_noise_oos","variance_samples","variance_observed","aggr_in_ci","shapiro_p","normality"
2025-04-07,-0.178810130361007,-0.0491777329608555,0.0851071387718044,-0.0491777874208731,-0.0982847887911741,0.653061224489796,0.666666666666667,0.6,0.959183673469388,0.957264957264957,0.966666666666667,0.488930306684203,0.477966474136128,1,0.141388636520555,"maybe normal"
