"model","mlik","dic","waic","mean_log_cpo","mean_log_gcpo","AIC","BIC","logLik","deviance","R2"
"ts_bru0_lm_250217.rds",3813.66672177138,-7809.46448328205,-7811.93832097288,0.519687005613199,0.513716659334563,NA,NA,NA,NA,NA
"st_bru0_very_coarse_250217.rds",5759.63087305417,-12487.5697752041,-12520.2541636991,0.83203583846061,0.806323985187453,NA,NA,NA,NA,NA
"lm_model_aic0_250217.rds",NA,NA,NA,NA,NA,-7541.06109547216,-7416.41488698256,3788.53054773608,160.579339292808,0.688049225226188
"gblm_model_aic0_250217.rds",NA,NA,NA,NA,NA,-364084.390839545,-363978.047597565,182053.195419772,301.965090619143,0.958670502860869
"qm_model_250217.rds",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.623465709308735
