"date","q0.025","median","q0.975","observed","fit","cov_nonoise","cov_nonoise_is","cov_nonoise_oos","cov_noise","cov_noise_is","cov_noise_oos","aggr_in_ci","shapiro_p","normality"
2025-01-26,0.0664363342303814,0.0724673342254612,0.0780723458937417,0.07269586608409,0.0721885648145352,0.863945578231292,0.871794871794872,0.833333333333333,0.993197278911565,1,0.966666666666667,1,0.552717150745305,"maybe normal"
