"date","q0.025","median","q0.975","observed","fit","cov_nonoise","cov_nonoise_is","cov_nonoise_oos","cov_noise","cov_noise_is","cov_noise_oos","aggr_in_ci"
2025-06-28,-0.025212019672672,0.0263936118153281,0.0816120755632361,0.02277225452113,0.0282938772694418,0.795918367346939,0.811965811965812,0.733333333333333,0.965986394557823,0.982905982905983,0.9,1
