"date","variance","variance_unweighted","fit","observed","norm_power_est0","q0.025","median","q0.975","fit_unweighted","observed_unweighted","norm_power_est0_unweighted","q0.025_unweighted","median_unweighted","q0.975_unweighted","cov_nonoise","cov_nonoise_is","cov_nonoise_oos","cov_noise","cov_noise_is","cov_noise_oos","aggr_in_ci","aggr_in_ci_unweighted","shapiro_p","normality"
2025-08-05,0.000833332848408717,0.000833332848408717,0.789670621531957,0.678221795724554,0.974856096701254,0.789670621531957,0.789670621531957,0.789670621531957,0.789670621531957,0.678221795724554,0.974856096701254,0.789670621531957,0.789670621531957,0.789670621531957,0.82312925170068,0.846153846153846,0.733333333333333,0.816901408450704,0.849557522123894,0.689655172413793,0,0,3.89190220510852e-05,"not normal"
