"date","q0.025","median","q0.975","observed","fit","cov_nonoise","cov_nonoise_is","cov_nonoise_oos","cov_noise","cov_noise_is","cov_noise_oos","aggr_in_ci","shapiro_p","normality"
2025-04-08,-0.353366481856317,-0.254558348188291,-0.147123332236024,-0.255537355980779,-0.257834629754788,0.673469387755102,0.692307692307692,0.6,0.979591836734694,0.982905982905983,0.966666666666667,1,0.460689255030673,"maybe normal"
