"date","q0.025","median","q0.975","fit","observed","cov_nonoise","cov_nonoise_is","cov_nonoise_oos","cov_noise","cov_noise_is","cov_noise_oos","variance_samples","variance_observed","aggr_in_ci","shapiro_p","normality"
2025-01-26,-0.0119968343348301,-0.0049863509403994,0.00232908274828763,-0.00489835823601477,-0.00219264400810837,0.877551020408163,0.897435897435897,0.8,0.979591836734694,0.982905982905983,0.966666666666667,0.0171181547616912,0.0170684244674406,1,0.155341810755423,"maybe normal"
