"p_group3","model","RMSE","MAE","MAPE","MDAPE","Bias"
"high","Generic PC",0.221762763916724,0.177263501596802,277.500015612551,39.6176411044006,0.121393110472738
"high","QM",0.182248140336261,0.134397441160348,135.912882181238,32.0104125247251,-0.0567289828461389
"high","GB LM",0.165487484339501,0.129580429432316,239.715863697689,26.9896386386452,-0.0304062411869673
"high","Linear model",0.151397676830509,0.117307773233096,226.935524043879,25.5825009233604,-0.0140743880450937
"high","LM bru model",0.15049595918323,0.117002373116989,267.132489079455,25.3702841105123,-0.0156517236588106
"high","ST model coarser",0.117537908053687,0.0894381543215741,133.449577880943,19.0917492482756,0.000173963897427679
"mid","Generic PC",0.179929303902519,0.127232299926843,564.801492961821,68.8855043221286,0.0665352199781369
"mid","QM",0.132567280111256,0.0890160922288314,230.161293491013,61.1255215395244,-0.0317955808334191
"mid","GB LM",0.128777838401949,0.0900829276334683,517.802335792616,52.6647400518121,0.000133824417068559
"mid","Linear model",0.121577801697789,0.0876040193068863,466.346640224995,54.6325003809972,0.00805296061131723
"mid","LM bru model",0.119695474409852,0.08647080252221,595.829825790463,52.3269967535276,0.00856739108561988
"mid","ST model coarser",0.0863759998702051,0.0617743036946896,449.264573605905,38.2014562334803,0.00116935508808858
