"model","RMSE","MAE","MAPE","MDAPE","Bias"
"Generic PC",0.131115541026913,0.125312681878857,40.6479166026313,38.3257323822357,0.125312681878857
"GB LM",0.0613585920086124,0.0484492176906967,10.1867920142133,11.3631442665274,-0.0408219968522538
"Linear model",0.0283011915088359,0.0240981837657931,8.29648560219731,5.50949080727991,0.00465768918851011
"LM bru model",0.0279597516636992,0.0228696435951956,6.68571530133669,5.63415865141294,-0.00395928607572254
"QM",0.0250222404567046,0.0210985204822074,6.671206726735,4.43495406706448,0.00319489584029976
"ST model coarser",0.0122818753411608,0.0104800830288027,3.22786564269064,2.38206549709821,-0.000429826142804913
