"date","variance","variance_unweighted","fit","observed","norm_power_est0","q0.025","median","q0.975","fit_unweighted","observed_unweighted","norm_power_est0_unweighted","q0.025_unweighted","median_unweighted","q0.975_unweighted","cov_nonoise","cov_nonoise_is","cov_nonoise_oos","cov_noise","cov_noise_is","cov_noise_oos","aggr_in_ci","aggr_in_ci_unweighted","shapiro_p","normality"
2025-01-27,0.000474335352518834,0.000474335352518834,0.608005048763443,0.561320018354169,0.683934432020353,0.608005048763443,0.608005048763443,0.608005048763443,0.608005048763443,0.561320018354169,0.683934432020353,0.608005048763443,0.608005048763443,0.608005048763443,0.857142857142857,0.863247863247863,0.833333333333333,0.893617021276596,0.87719298245614,0.962962962962963,0,0,0.00550720916099203,"not normal"
