"model","RMSE","MAE","MDAPE","Bias"
"Generic PC",0.141196693951055,0.0876251094879901,75.9948106073502,0.0535124212155727
"QM",0.11680365612451,0.0622740864996804,65.0602636356431,-0.0255619189239564
"GB LM",0.1064257339754,0.0673579848635663,55.0055839993207,0.00872805771991437
"Linear model",0.0977531384057675,0.0595316284889797,55.8758557242856,0.00311242370897547
"LM bru model",0.0964423509647294,0.0585396809164557,57.5793604738539,0.00277770010939692
"ST model coarser",0.0689406738108201,0.0401681077866326,38.0356168254591,0.00175119866083064
