"p_group3","model","RMSE","MAE","MAPE","MDAPE","Bias"
"mid","Generic PC",0.224317553318233,0.181762689095316,208.906320400646,44.2690839908139,0.101941188128925
"mid","QM",0.203221319123685,0.15168672445261,97.6086734513957,36.963550439192,-0.0506210854860426
"mid","GB LM",0.187808424653114,0.14485758985619,130.456006563555,31.9177553311154,-0.0498741327642471
"mid","Linear model",0.168772695646633,0.130282717863491,127.447589291792,28.5602156421212,-0.00891529673725955
"mid","LM bru model",0.162007580860208,0.125600983283171,123.789014592176,28.2964756720805,-0.0088767570185307
"mid","ST model coarser",0.12679296038025,0.0954573377023407,87.5388987799465,20.6288407957029,-3.93089477583077e-05
"low","Generic PC",0.14804363662413,0.0919947830162261,852.201914486665,78.6631002360717,0.0501671584200865
"low","QM",0.113723167530331,0.0635383563616386,287.321116032227,74.5076156730578,-0.0156324027472214
"low","GB LM",0.102500699267883,0.0654116568594303,813.977832852602,61.4717939494772,0.00632424932758758
"low","Linear model",0.102476419528371,0.068419016864165,760.659733876277,75.9831342373325,0.0215094033109141
"low","LM bru model",0.100748890143184,0.0675448024126714,1001.85750114145,72.2317018266171,0.0228870065183828
"low","ST model coarser",0.0684326672416499,0.0448350401795563,707.839120985627,52.1446090942685,0.00630639415388314
