"date","q0.025","median","q0.975","fit","observed","cov_nonoise","cov_nonoise_is","cov_nonoise_oos","cov_noise","cov_noise_is","cov_noise_oos","variance_samples","variance_observed","aggr_in_ci","shapiro_p","normality"
2025-03-04,0.115560145608981,0.142645221791913,0.169626236864665,0.142576185835159,0.13793691937791,0.795918367346939,0.82051282051282,0.7,0.979591836734694,0.982905982905983,0.966666666666667,0.107480436854585,0.107208359469975,1,0.640175881274375,"maybe normal"
