"tech_typ","model","RMSE","MAE","MAPE","MDAPE","Bias"
"Wind Offshore","Generic PC",0.2521210535276,0.209188773963103,86.9010234134824,32.7496379866441,0.206129819868752
"Wind Offshore","GB LM",0.16708859978549,0.134076524316992,41.1441738304204,19.3056755718751,-0.0910335619005052
"Wind Offshore","QM",0.139026968497561,0.107883223970962,40.4533939168592,14.2150584664711,0.0329928422530272
"Wind Offshore","Linear model",0.127333361660347,0.102848766697051,32.2791132766883,14.1196571678499,0.000335355467322412
"Wind Offshore","LM bru model",0.12626565743351,0.102867110670587,41.9799482072792,14.2366969960559,0.000578334040862025
"Wind Offshore","ST model coarser",0.0830908765932479,0.0643343666104402,33.2152896939407,8.49332373721445,0.00228709382291594
"Wind Onshore","Generic PC",0.194773534251525,0.148639768050655,417.614911834443,50.9181060593527,0.0764265212122562
"Wind Onshore","QM",0.172073234667051,0.123509103149168,184.146270295742,45.4848547527449,-0.0528477138898721
"Wind Onshore","GB LM",0.159137289959965,0.118968567568056,391.750157801845,40.8702037520044,-0.0031672229405652
"Wind Onshore","Linear model",0.154420607424659,0.117475704145031,476.792611908654,39.9944429861415,0.000307257679870965
"Wind Onshore","LM bru model",0.150142979605754,0.114746447118469,444.175437874872,39.1107961415384,0.000454025760037482
"Wind Onshore","ST model coarser",0.122341437172781,0.0910311750206773,251.129720062381,30.9154395687465,0.000405519431783059
