"model","mlik","dic","waic","mean_log_cpo","mean_log_gcpo","AIC","BIC","logLik","deviance","R2"
"ts_bru0_lm_250811.rds",3774.52656582315,-7735.90214364041,-7739.82311919468,0.546057403108433,0.540801690100887,NA,NA,NA,NA,NA
"st_bru0_very_coarse_250811.rds",4553.45099719084,-9819.83469013066,-9857.57985858481,0.695098416441263,0.674717283378352,NA,NA,NA,NA,NA
"lm_model_aic0_250811.rds",NA,NA,NA,NA,NA,-7293.54804233847,-7169.95972915988,3664.77402116923,147.512950507274,0.777454567722426
"gblm_model_aic0_250811.rds",NA,NA,NA,NA,NA,-364084.390839545,-363978.047597565,182053.195419772,301.965090619143,0.958670502860869
"qm_model_250811.rds",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.716866517290591
