"model","mlik","dic","waic","mean_log_cpo","mean_log_gcpo","AIC","BIC","logLik","deviance","R2"
"ts_bru0_lm_250726.rds",8033.47812010934,-16283.2114033174,-16279.8775318634,1.04599349071738,1.04111471694354,NA,NA,NA,NA,NA
"st_bru0_very_coarse_250726.rds",9417.10826299009,-19772.6661236129,-19725.9220109458,1.27113815340307,1.24522425217527,NA,NA,NA,NA,NA
"lm_model_aic0_250726.rds",NA,NA,NA,NA,NA,-15681.647140777,-15605.091885588,7851.8235703885,60.5667883771841,0.664449884301208
"gblm_model_aic0_250726.rds",NA,NA,NA,NA,NA,-364084.390839545,-363978.047597565,182053.195419772,301.965090619143,0.958670502860869
"qm_model_250726.rds",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.621962038265513
