"tech_typ","model","RMSE","MAE","MAPE","MDAPE","Bias"
"Wind Offshore","Generic PC",0.370488966689444,0.263396686610099,517.991963123629,18.1022080047364,0.261678974604135
"Wind Offshore","QM",0.252795589342208,0.169393583661589,334.302852333728,12.9663978874078,0.0660905117840959
"Wind Offshore","GB LM",0.239262373168382,0.175919523957343,277.538006650904,17.6053626591559,-0.0115256257807049
"Wind Offshore","AR1 model",0.21493746030841,0.152204159496819,262.44410148749,13.434650822825,0.00165991624571826
"Wind Offshore","AR2 model",0.214369378617291,0.151660340672324,264.152246219372,13.4533946942945,0.00216534644447314
"Wind Offshore","Linear model",0.181478480233824,0.140348620640762,320.716887869083,14.1966999763219,0.00180172973927972
"Wind Offshore","Spatio-temporal model",0.0405249105632068,0.025386951731434,11.4270415438203,2.22766820989853,-0.000166969694903702
"Wind Onshore","Generic PC",0.346876833936289,0.258624928771975,99.1222131090751,31.5477601327329,0.172450291755358
"Wind Onshore","QM",0.311909606761177,0.232353240052048,71.2674051424146,32.6193071555634,-0.0205088687671618
"Wind Onshore","GB LM",0.276708910617321,0.210793569945694,73.1387460115149,24.0594824871909,-0.0112771225366183
"Wind Onshore","Linear model",0.256740801533411,0.201278288841637,82.5172537640744,24.520951889255,-5.46131576925993e-05
"Wind Onshore","AR2 model",0.249342424796916,0.198460713066124,80.7055565158966,24.7123740446343,-0.000718309124310831
"Wind Onshore","AR1 model",0.249202809337999,0.198259893220915,80.8281507927769,24.6028735699921,-0.000531890936591588
"Wind Onshore","Spatio-temporal model",0.0874121599422723,0.0608544390924584,22.9558973122062,7.46791394208079,0.000498632249352047
