"model","RMSE","MAE","MAPE","MDAPE","Bias"
"Generic PC",0.152254854509808,0.147434888568128,42.8068560667635,40.7222650129565,0.147434888568128
"GB LM",0.0472335447709888,0.0393227132824276,9.73888518888779,9.71034544523965,-0.0301035727748967
"Linear model",0.0323393802480013,0.0264002415193169,9.07233768125587,4.38291635614701,0.0118714548380176
"QM",0.0272595293669271,0.0209640857095794,7.23485498439664,3.28779915011551,0.00960269343656214
"AR2 model",0.0202087566590601,0.0166643557445226,5.71966276712058,3.59272465165585,0.00238425251433101
"AR1 model",0.019625220008712,0.0162619045572971,5.54438847901997,3.62565564736057,0.00236797844562396
"Spatio-temporal model",0.00946547386701175,0.00707870131899288,2.64029729120488,1.30445330890624,0.00243661417858146
