"elevation_g4","model","RMSE","MAE","MAPE","MDAPE","Bias"
"[-100,34]","Generic PC",0.374738005994897,0.294464511900701,109.684283153666,58.799683977992,0.280361898193654
"[-100,34]","QM",0.243143205680687,0.170331841493149,55.9697167658714,32.7235570528093,0.0952617091692415
"[-100,34]","GB LM",0.199464605158558,0.145093102144771,48.4590959283383,24.7303291528574,0.00307939022736961
"[-100,34]","Linear model",0.181649724629771,0.131148308483512,52.0281907747796,23.1678453172904,7.07274036452325e-05
"[-100,34]","Spatio-temporal model",0.0846989356381317,0.0591339647554427,27.1499829074705,10.7044102412383,-0.000695280213915113
"(34,217]","Generic PC",0.266220370716194,0.184063069154993,734.907867635328,66.3353802226769,0.152550341573474
"(34,217]","GB LM",0.183908084401286,0.131443486629968,723.609681384645,49.9775808842127,0.0582335155034241
"(34,217]","QM",0.167473564299799,0.116243697832416,235.396304449618,52.6458696232593,0.00946866013139446
"(34,217]","Linear model",0.162673214678064,0.120299439005412,912.276175224193,50.2086663943033,-0.0126601203646538
"(34,217]","Spatio-temporal model",0.0967715824597847,0.0617499672887911,354.014461429597,23.7714904091779,0.00387036577161117
"(217,331]","Generic PC",0.253110898307605,0.172699364140823,489.063215585009,53.4612442138443,0.14934450550968
"(217,331]","GB LM",0.168002290797963,0.11560655797365,670.561405649688,36.8178626581847,0.0626627513416537
"(217,331]","QM",0.15646928705311,0.108201788022014,81.8178438810222,43.9566416394298,0.00251446868987343
"(217,331]","Linear model",0.147208075955203,0.103008899776229,513.711375766264,36.7412891813421,0.0301661555261679
"(217,331]","Spatio-temporal model",0.0829606197901661,0.0562452634843604,275.412540949241,22.8774672961825,0.00902864938364584
"(331,725]","QM",0.229154511510351,0.150397618620894,133.315667378926,55.7433084177511,-0.107110841348891
"(331,725]","Generic PC",0.203405635111584,0.124890068566484,288.253254965877,38.3372528562967,0.0113903013532953
"(331,725]","GB LM",0.200237362314701,0.130079920545247,317.579942987663,38.4278315266024,-0.0443571888830618
"(331,725]","Linear model",0.195188118013852,0.136632086501042,725.910776770075,42.6842835497072,-0.0175767625651591
"(331,725]","Spatio-temporal model",0.115054251388946,0.0764436132808974,232.184173327472,25.8089610081288,-0.0122036935741639
