"model","crps","energy","log","bs_0_01","bs_0_05","bs_0_1","bs_0_2"
"st0_m2",0.127188451692806,15.3631408392845,0.854374540357971,0.0747596911084044,0.0987624609013398,0.132415313276492,0.183115382582217
"spde1d",0.131828126920942,16.3304992627187,2.05654699844895,0.0738263423873325,0.0951015800243605,0.126807608526188,0.181637038611449
"lm_beta",0.12527048055785,15.7519556534836,0.411539325177932,0.0718080377588307,0.0960221638246041,0.126232089768575,0.172917366747868
"ar1",0.129374789372121,15.7042915931722,1.88115888446104,0.0775417665042631,0.106868921559074,0.144717463093788,0.192798682947625
"lm_t",0.318808269093902,84.1156092517186,1.08392583638627,0.15779449135201,0.167670680267966,0.179841522168088,0.199104801948843
"lm_bru",0.131733957688067,16.3297109369049,2.10872527403365,0.0738431062119367,0.0951442249695493,0.126652181242387,0.181338015103532
