"dist_coast_g4","model","RMSE","MAE","MAPE","MDAPE","Bias"
"[0.382,10.9]","Generic PC",0.376207440388516,0.288368932421449,192.056375905037,40.8608735217189,0.274172861598238
"[0.382,10.9]","QM",0.287097642001717,0.197240781523471,89.6902769706341,26.9833778897985,0.0811878197976363
"[0.382,10.9]","GB LM",0.244211390476614,0.179444449984342,148.587149274194,21.1428057051964,0.0723703740400855
"[0.382,10.9]","Linear model",0.236507106265387,0.175902278132637,82.5777400219067,23.6216220234446,0.00765525592610376
"[0.382,10.9]","AR2 model",0.206325298810268,0.156848361933845,71.066022854252,21.8308854278003,0.00442334720467485
"[0.382,10.9]","AR1 model",0.206206110821102,0.156827512581596,71.5538491065076,21.9367493776578,0.00439929488990611
"[0.382,10.9]","Spatio-temporal model",0.0633566469725976,0.045814861101744,21.7224998803511,6.87571082138017,0.000444535613571819
"(10.9,20.6]","Generic PC",0.303247666271289,0.229503878154211,95.7254497510799,32.8004823615495,0.202306261396948
"(10.9,20.6]","QM",0.228908526667325,0.172148090188745,43.9432205717257,27.3667576749802,-0.0131943009117272
"(10.9,20.6]","Linear model",0.200569969603073,0.158627049881518,55.6256483626034,23.2191132799617,-0.0290554392845846
"(10.9,20.6]","GB LM",0.198633846294604,0.153670918072739,70.7117575079766,21.7816233024899,-0.00379110193076687
"(10.9,20.6]","AR2 model",0.191055528148628,0.148196198439766,110.559924022955,21.2196116902082,-0.00396086331703614
"(10.9,20.6]","AR1 model",0.190956850530948,0.148174088694157,113.034690631249,21.1199987294328,-0.00391576774219867
"(10.9,20.6]","Spatio-temporal model",0.0767962832429627,0.0541284270869267,110.082862175685,7.44054999987777,-0.000220005751624666
"(20.6,34.4]","Generic PC",0.332655636832762,0.247088797789246,447.055255229602,33.1479893121838,0.222561214986114
"(20.6,34.4]","QM",0.242600192237321,0.168125104256107,160.458538941947,26.0640775716233,-0.000865890967126268
"(20.6,34.4]","GB LM",0.223878819889266,0.158441765498957,355.948482922838,20.1842332254479,0.0391020235558005
"(20.6,34.4]","Linear model",0.223646520614599,0.16031869069515,467.262652162586,21.0094846157694,0.0345684153473434
"(20.6,34.4]","AR2 model",0.215967794667816,0.155360311551644,460.815964073119,21.5660670363306,0.0148828096048199
"(20.6,34.4]","AR1 model",0.215891961047743,0.155345211188601,459.904822036425,21.7267650814553,0.0148301634051178
"(20.6,34.4]","Spatio-temporal model",0.0886354710578591,0.0564781528898377,152.84412195412,7.91219589379894,0.00025453124403888
"(34.4,212]","Generic PC",0.353197811410131,0.233722401185294,109.947238322567,22.6730684021231,0.1723514574367
"(34.4,212]","QM",0.322651225334267,0.239293341894578,60.6738595321459,31.3466547360688,-0.0695750187164344
"(34.4,212]","GB LM",0.283169035765251,0.203454153434552,94.468583567704,21.3512242941416,-0.00915270433442147
"(34.4,212]","AR2 model",0.261971806672855,0.193344776822262,96.6561703991789,22.243194094949,-0.0145038014109095
"(34.4,212]","AR1 model",0.261834744430378,0.193261788935411,96.4461063797804,22.268525187815,-0.0144623195457392
"(34.4,212]","Linear model",0.236051057772056,0.173331538917946,136.706067535177,20.595056404781,-0.0116421839594723
"(34.4,212]","Spatio-temporal model",0.0808345544372479,0.0539343525609582,80.1317233823823,7.0547210266947,0.00248911140136646
