"p_group3","model","RMSE","MAE","MAPE","MDAPE","Bias"
"mid","Generic PC",0.18768301016611,0.135599148773171,430.018099810488,60.4053033981892,0.0820303617434237
"mid","QM",0.142586837968294,0.0943673412186913,165.968991126736,48.6467123593632,-0.0359781171393305
"mid","GB LM",0.13278638189244,0.0945462708275163,475.031516858209,42.3819096532927,-0.0077852609121623
"mid","LM t model",0.131226238661417,0.0867191997147422,281.793567739551,41.3216122003808,-0.0344573841167814
"mid","Linear model",0.122495258736433,0.0871458562730361,429.83561782281,41.0482705435971,-0.00279013054643074
"mid","LM bru model",0.121178968702119,0.0863040476743553,428.684996955667,40.3775421926638,-0.00314927725126945
"mid","LM+hour model",0.120437552168406,0.0858112570933658,456.973960756112,40.4316771048853,-0.00335461874997701
"mid","LM beta model",0.118211165768031,0.0835509173512995,368.769723037549,38.3404946004435,-0.00158448912594855
"mid","AR1 model",0.11408175264321,0.0813472327323234,405.611773539055,38.0997708273453,0.00106821044059655
"mid","ST model coarser",NA,NA,2188.36976238251,100,-0.103660844544855
"low","Generic PC",0.0930631176548249,0.0529721417699018,969.785869835628,86.5008405109789,0.0332766145948343
"low","GB LM",0.0667853543921787,0.0430728582820873,1305.54125533093,68.0102382588174,0.017444249795243
"low","LM+hour model",0.0630203349176596,0.0400240340019929,1185.08713853968,85.1922959367298,0.0154621993007314
"low","Linear model",0.0623093371085042,0.0389682562111033,1018.79150974091,77.7887345300188,0.0136062459898168
"low","LM bru model",0.0621088681182628,0.0389487343279646,1187.43486665624,81.3099621474862,0.0144320537558269
"low","QM",0.0611525388082526,0.032424379736301,277.033305225345,81.9522041219921,-0.00718979815966445
"low","LM beta model",0.0584383257510587,0.0362154869213354,1037.19117361105,65.4992222571195,0.013312867194001
"low","LM t model",0.0574839549781598,0.0324006571456547,705.858056947177,63.8899459561707,-0.000216958025183999
"low","AR1 model",0.0556707235511513,0.0332444003144592,895.235469971547,70.5703437859791,0.00419960710642818
"low","ST model coarser",NA,NA,3349.30287498294,100,0.0713068146456844
