"model","RMSE","MAE","MAPE","MDAPE","Bias"
"Generic PC",0.156628007671076,0.0783395283766051,1697.4297061262,85.4166666666667,0.0460391176619767
"QM",0.121787714370152,0.055966655884892,610.630276689293,96.0206608915673,-0.000119879301406197
"GB LM",0.11622152757749,0.0630428997892417,2233.59291651778,76.1947880521603,0.00759664513855688
"Linear model",0.1071341184283,0.0598753728545414,2733.20112602365,91.4746013335998,-4.99609072430168e-14
"Spatio-temporal model",0.0361744041760542,0.0191353057924912,517.673103697902,31.9047298626955,2.06132326350545e-09
