"tech_typ","model","RMSE","MAE","MAPE","MDAPE","Bias"
"Wind Offshore","Generic PC",0.313479677575768,0.232793417185687,112.057152974042,30.7786734672978,0.229493986555105
"Wind Offshore","QM",0.185297924313647,0.124931435163033,56.3226471428304,13.4124149939895,0.0703948489767726
"Wind Offshore","GB LM",0.159887868948202,0.12329050987171,56.2301900320258,16.5644162607496,-0.0123160663942406
"Wind Offshore","Linear model",0.157947311795814,0.119300126881669,54.3157992678782,16.4976676479572,0.00158076125042224
"Wind Offshore","AR2 model",0.147675737495895,0.106787936034255,47.4922350971598,13.7751213679139,-0.000213190682469292
"Wind Offshore","AR1 model",0.147531930085474,0.106656923006098,47.2756401986895,13.831987032584,-2.41913465991147e-05
"Wind Offshore","Spatio-temporal model",0.0493616483041153,0.0298882585822372,18.3548648208564,3.66892128279451,2.8387941941368e-05
"Wind Onshore","Generic PC",0.274341818677224,0.192118303759465,1596.40770652735,57.9199160643836,0.133282699355183
"Wind Onshore","QM",0.207895820516933,0.141555615743499,858.170662741379,47.4155448008511,-0.0216122247514258
"Wind Onshore","GB LM",0.202415219158885,0.143018893204977,1307.72552164035,42.9607984357724,0.0396976085919849
"Wind Onshore","Linear model",0.180986918998582,0.130688240046841,1339.41092129768,40.6446581196349,0.00162425031257996
"Wind Onshore","AR2 model",0.16152474685861,0.117496230489998,1299.06742345724,35.7479988764966,0.00359535011363043
"Wind Onshore","AR1 model",0.161397855840681,0.11740302671675,1305.75473139761,35.9782392657246,0.00351393466502537
"Wind Onshore","Spatio-temporal model",0.0595767305236799,0.0402747439128049,301.669584566141,13.5104450138316,0.00127920317563921
