"elevation_g4","model","RMSE","MAE","MAPE","MDAPE","Bias"
"0","Generic PC",0.141177178429228,0.100099533622561,700.55545952846,77.1100065421882,0.0854210035359901
"0","QM",0.0890135801438161,0.0581065339147574,181.014673318408,43.8273404675449,-0.00111748429430413
"0","GB LM",0.0872846484817554,0.0562430359633458,460.626832803614,38.268260105731,-0.0135394595807004
"0","Linear model",0.0844301993893939,0.0569004617631836,571.367407138204,36.7611408645617,4.88306591510452e-05
"0","AR2 model",0.0816979873739994,0.0565921110407718,247.885204160337,40.3691139919816,-0.00107147403236711
"0","AR1 model",0.0816165163631845,0.0565123346592444,249.333871425715,40.7035296661549,-0.00102755361219175
"0","Spatio-temporal model",0.0394414252316215,0.0258259443751481,202.321025589077,18.489130816343,-3.86118599305455e-05
"[3,196]","Generic PC",0.176241862083969,0.128183280456103,2315.03506183234,84.7511740536086,0.0898596354222634
"[3,196]","QM",0.132041222794958,0.0844865281991778,779.153049225636,59.8726938303864,-0.00269904357329912
"[3,196]","GB LM",0.131274995028539,0.0974507084484157,2071.14191174912,62.8300289010743,0.0318168124414721
"[3,196]","Linear model",0.126919197339938,0.0832725742316096,1204.20746321171,62.0811010382927,-0.00545648315253804
"[3,196]","AR2 model",0.119460497264186,0.0826602684641518,2070.49107486076,52.8151793366978,0.00299496895099186
"[3,196]","AR1 model",0.119394123658839,0.0826353968024637,2052.96549015706,53.071354505634,0.00297022553105349
"[3,196]","Spatio-temporal model",0.0687531165630684,0.043469781164152,913.49094347227,28.6775408168762,0.00163267663026721
"(196,315]","Generic PC",0.156255906138493,0.107908351144128,1206.48485201782,71.4855813548626,0.0550068711008936
"(196,315]","QM",0.136192517161657,0.0862666755452299,372.960402022775,65.2944457872708,-0.0306279392828169
"(196,315]","GB LM",0.131485812485121,0.0918089459288006,1156.86298306964,58.2991966627301,0.00740067851096271
"(196,315]","Linear model",0.121298603733414,0.0844774573174767,953.046917995203,56.6748365023302,0.0123555072321331
"(196,315]","AR2 model",0.118749724286659,0.0791542165178098,772.653256157351,53.3468212288663,0.00134371370793306
"(196,315]","AR1 model",0.118740867734137,0.079157752479225,763.616201685737,53.136938065517,0.00130479826864522
"(196,315]","Spatio-temporal model",0.087310086837799,0.0537813152613175,833.40748097705,34.9628909042566,0.00300655349705525
"(315,725]","QM",0.175466042052852,0.115979193991736,222.512337766918,81.0310321288692,-0.0712138360630866
"(315,725]","Generic PC",0.165573113470531,0.114580250495708,599.409147399765,65.9795638763533,0.00540524491649522
"(315,725]","GB LM",0.161224733329085,0.112422095944145,661.91351289034,62.7052279393238,-0.0270272763491243
"(315,725]","Linear model",0.147937751384485,0.109047940526081,1005.16952614364,63.0393643794319,-0.000653087433368686
"(315,725]","AR2 model",0.141802065946003,0.104101559066218,1049.0628512107,59.2410908148351,0.00323847253581055
"(315,725]","AR1 model",0.141798340600397,0.104151092821966,1055.02409905046,59.4537933789722,0.00323446145689423
"(315,725]","Spatio-temporal model",0.0921262663536702,0.0614990892985983,409.96349090899,36.625055984808,0.00141411556861038
