"elevation_g4","model","RMSE","MAE","MAPE","MDAPE","Bias"
"0","Generic PC",0.310757746663467,0.231010453102433,102.70695131517,30.7630349470918,0.22766505282216
"0","QM",0.184005896036324,0.12399932526164,52.3826624565533,12.4506247190343,0.0689883423833437
"0","GB LM",0.159995200257817,0.123412534510456,49.1157226755516,16.1087633345801,-0.0146253449761309
"0","Linear model",0.158469950952945,0.119770133625512,52.8312200892446,15.7610453211936,0.00227188180488418
"0","AR2 model",0.148058838963202,0.107245319294938,46.5580132056235,13.2546548461907,0.00155822398440914
"0","AR1 model",0.147883417635783,0.107092535624542,46.4214614233543,13.0979769549709,0.00179358262668797
"0","Spatio-temporal model",0.048924869199762,0.029399015256818,15.2364081977353,3.42510157884735,2.81245884926667e-05
"[3,196]","Generic PC",0.325965658143235,0.236782517816411,448.388010307781,73.48730355722,0.204445763156426
"[3,196]","GB LM",0.217040032841405,0.154865563318545,395.428616582726,46.3668750931913,0.0810437381887441
"[3,196]","QM",0.213349160627439,0.144349570341807,185.637057230661,44.948362747642,0.0299871118994053
"[3,196]","Linear model",0.183963568188858,0.130023253851664,222.556650920498,40.6948036262022,-0.014931004039858
"[3,196]","AR2 model",0.166666962755823,0.120439747590063,458.921073147885,35.5478604084156,0.00323296757819065
"[3,196]","AR1 model",0.166651884916622,0.120358298665039,468.341266303614,35.6923615159869,0.00304051568253859
"[3,196]","Spatio-temporal model",0.0581060424943812,0.0392640222921006,62.8700579208373,12.4710704551921,0.000447734664071232
"(196,315]","Generic PC",0.295651082162541,0.208647679025008,1233.82880896388,66.3272222823053,0.175549431976405
"(196,315]","GB LM",0.207749689388203,0.144040646291399,963.362774234096,44.3115322852088,0.0822211025549306
"(196,315]","QM",0.198251065945256,0.129816435991326,588.438940064935,44.7822514612595,0.0232433772694528
"(196,315]","Linear model",0.179556095153593,0.128107747219178,1118.11269949582,44.0909237444205,0.0475524293853244
"(196,315]","AR2 model",0.153896574490727,0.108220371966456,932.546646294026,37.907202347483,0.00659810494832724
"(196,315]","AR1 model",0.153678866668041,0.108102299373476,925.074354849579,38.4749944172543,0.00653313019113158
"(196,315]","Spatio-temporal model",0.0598430301784162,0.0383825268375594,153.030560056455,14.584855232709,0.00291353509312731
"(315,725]","QM",0.211855735484954,0.15066693476831,1756.76848181208,51.0954844495219,-0.115412787267738
"(315,725]","Generic PC",0.182688732121137,0.13238567876573,3039.93449458371,43.7412491895354,0.0223563684656576
"(315,725]","GB LM",0.178538051328266,0.128952273658289,2503.38301975597,40.1406524586004,-0.0453209308799211
"(315,725]","Linear model",0.178131445197065,0.133142570714167,2622.11438475911,38.6363208022823,-0.0277989285155103
"(315,725]","AR2 model",0.162792106191182,0.122947752039903,2436.56178963097,34.3925958307009,-0.000752020102850722
"(315,725]","AR1 model",0.162657681555796,0.122885471637994,2453.09091413267,34.5691547130136,-0.000767249821166544
"(315,725]","Spatio-temporal model",0.060800852926236,0.0432930123587904,670.534017480841,13.7747105316467,0.000462115647909994
