"p_group3","model","RMSE","MAE","MAPE","MDAPE","Bias"
"high","Generic PC",0.23444941809745,0.190137519404572,41.7412268464891,22.8131235910545,0.171393710513306
"high","QM",0.177034611308959,0.134616928977572,23.1553620429852,15.2471981040787,0.00266266866343998
"high","GB LM",0.16969583758828,0.138459272503104,22.9136378643377,17.4526347015895,-0.0596723684898179
"high","Linear model",0.144180811477088,0.116457183463774,21.4912658231891,13.8118803974861,-0.0026230043843497
"high","LM beta model",0.14161522301412,0.113739118241425,21.2889811366113,13.0826248901918,0.00484354220426487
"high","LM t model",0.141515859404895,0.111411654395957,19.4450219084896,12.8716462404844,-0.00166426657384493
"high","LM+hour model",0.140802111967967,0.113251937372421,19.975106124966,13.1529861782174,-0.00442298935264314
"high","LM bru model",0.140704782299772,0.113262494290548,19.9836606275636,13.2382302080879,-0.00437382829604071
"high","AR1 model",0.139338237085674,0.111926530888088,19.5864792918678,12.7861237843459,-0.000665966960605691
"high","ST model coarser",NA,NA,91.3952931144369,99.9998949272764,-0.673452840499626
"mid","Generic PC",0.220685971560976,0.175075910983153,438.443501502267,46.7166940169182,0.112083794729782
"mid","QM",0.194372092187393,0.140886509215048,153.837968858209,38.2353654168202,-0.0540393364473578
"mid","GB LM",0.175380775760545,0.134642929384081,358.028063477026,32.7744202729594,-0.0269717589459708
"mid","Linear model",0.163450445703652,0.126668918154182,303.381807945737,31.6818834458561,-0.00188500453520587
"mid","LM t model",0.162119156519973,0.122302535204545,253.989835053038,30.9173761253984,-0.0143992049564681
"mid","LM beta model",0.160211578369065,0.123464222553244,375.400395220202,30.7356712760734,0.00493581703383044
"mid","LM bru model",0.160049607195585,0.122974464166683,287.168535690614,30.360073182762,-0.00233908842260892
"mid","LM+hour model",0.160024047975464,0.122944184682957,285.407842514143,30.3061384131359,-0.00239781815738404
"mid","AR1 model",0.156936050400998,0.120944542345365,322.156479910806,29.6026380266031,0.00053312528967603
"mid","ST model coarser",NA,NA,274.215243525447,99.9999153272441,-0.373959749808811
"low","Generic PC",0.134915504946996,0.0918303145742665,1004.44437999999,78.4966426660972,0.0377877906302896
"low","QM",0.113080586238605,0.0683143921809002,279.435953490393,73.4664230948185,-0.0385691325693117
"low","GB LM",0.105679899499086,0.0708245953139073,998.215655810177,60.8511770440101,0.000125855998973678
"low","Linear model",0.100994303859674,0.0706542270788234,1048.975689708,64.7745241458033,0.00657217929542357
"low","LM bru model",0.100671447073574,0.0705503286389067,1314.50235031333,63.2208641335422,0.00787255410094661
"low","LM+hour model",0.100555848413122,0.0704649277039313,1318.85414935135,62.9993054819974,0.00800406235122886
"low","LM t model",0.0992697425991236,0.0676606003171918,1113.89747372587,61.0263497622723,-0.0022905821127041
"low","LM beta model",0.0988974984332587,0.0700910285270708,1293.12411798483,60.2401538220072,0.0129731777865015
"low","AR1 model",0.0947634753385904,0.0653613839460952,1264.36986888714,57.807530996108,0.00289919618646144
"low","ST model coarser",NA,NA,1701.37725269557,100,-0.0448070500543341
