"dist_coast_g4","model","RMSE","MAE","MAPE","MDAPE","Bias"
"[0.382,9.99]","Generic PC",0.318870242629914,0.23984783720911,815.643176499455,85.8553649124537,0.227231072201931
"[0.382,9.99]","GB LM",0.196595440465186,0.143175528749801,684.360545781052,47.6669077885043,0.100611895145218
"[0.382,9.99]","QM",0.184227538048083,0.128912480756631,419.31255386489,44.8081919911285,0.0725676316258536
"[0.382,9.99]","Linear model",0.145503778250914,0.105939837910395,331.763229435154,41.0391664296613,0.0133868277055041
"[0.382,9.99]","AR2 model",0.137950559587002,0.0996153407020622,319.038064819114,39.0794137526872,0.0136974791408915
"[0.382,9.99]","AR1 model",0.137832411806314,0.099570449182615,319.174958586767,39.3193572017039,0.0136469260257066
"[0.382,9.99]","Spatio-temporal model",0.0405532356611953,0.0265584427417288,61.4872776671493,9.69007576764321,0.000456324672519144
"(9.99,20.6]","Generic PC",0.249642581317133,0.176483718011021,549.523161937986,64.1570793866345,0.151227162713234
"(9.99,20.6]","QM",0.171267608043391,0.114787514005298,300.242887829991,41.1989910585655,0.00904267710822266
"(9.99,20.6]","GB LM",0.152595436104657,0.112260659925595,346.883198088588,36.413089200236,0.0173961311499798
"(9.99,20.6]","Linear model",0.149801160790444,0.107262032235157,311.194784946398,37.3727252849613,-0.00733670014663789
"(9.99,20.6]","AR1 model",0.142432049237871,0.102965953864817,308.918347641827,36.5171285304385,-0.00564452989038515
"(9.99,20.6]","AR2 model",0.142316614338572,0.102924050372365,308.941638645545,36.6619015668307,-0.00556485402881339
"(9.99,20.6]","Spatio-temporal model",0.0504464682281617,0.033570049286733,75.4144194613271,11.1048853334832,0.000159674167677988
"(20.6,34.4]","Generic PC",0.235106756531028,0.167663690583356,1294.07233042235,56.0340536870795,0.129158868699602
"(20.6,34.4]","QM",0.17238709654292,0.115670716974626,655.134613888124,40.3718451482017,-0.0147251661293788
"(20.6,34.4]","GB LM",0.160606256687675,0.116742928328236,971.783330602868,35.7098993391692,0.00828577736521386
"(20.6,34.4]","Linear model",0.160596313115826,0.119537034761931,1150.15203310297,37.5471364117578,0.0129379965786122
"(20.6,34.4]","AR1 model",0.151148313885474,0.110990416375044,952.628482343119,33.311153999242,0.00259283332402871
"(20.6,34.4]","AR2 model",0.15109654623494,0.11095043398925,942.488328975148,33.2290243625068,0.00256517243272095
"(20.6,34.4]","Spatio-temporal model",0.0464625672060389,0.0307056874864137,132.663177135466,10.5421368488908,0.000866117142372532
"(34.4,212]","Generic PC",0.24731413177398,0.162787801715998,662.248786367362,38.3230170952092,0.0888841541236306
"(34.4,212]","QM",0.231911429598538,0.160613013756026,508.970052241083,43.9056058781027,-0.0687597743110875
"(34.4,212]","GB LM",0.191734563658222,0.133288777160675,495.425874989592,30.3000843804926,-0.031697667069926
"(34.4,212]","AR2 model",0.163910195161166,0.116456734022571,710.043842532311,26.2660233049632,-0.00044602057646109
"(34.4,212]","AR1 model",0.1638898405774,0.116447264615627,709.610644434952,26.0969814715651,-0.000443571591687202
"(34.4,212]","Linear model",0.155001315731382,0.117862267875987,761.857637498468,27.6468014974922,-0.00373112696574952
"(34.4,212]","Spatio-temporal model",0.0553745257620311,0.0366334126354164,127.188530725027,9.92029461036659,0.00111912775906665
