"model","RMSE","MAE","MAPE","MDAPE","Bias"
"Generic PC",0.200292495771483,0.193076961317614,34.3194613465771,31.3778666966934,0.193076961317614
"QM",0.0456385042228652,0.0342895320126248,6.22238906712496,4.15288601203509,0.0191014364192397
"GB LM",0.0319867492884225,0.0259708597581161,4.63890314894402,3.68714520731262,-0.011908825561304
"Linear model",0.0287320623446955,0.0229131428370666,4.21586183340264,2.89110756716243,-0.000149913814992148
"AR1 model",0.0183926731421047,0.0140551743307706,2.4955818552167,1.78411345659995,-0.00681993721586407
"AR2 model",0.0182333455767825,0.0138667075108323,2.48306004366036,1.5460702123606,-0.00687799340950347
"Spatio-temporal model",0.0121292296373958,0.00951445059257438,1.81657841274904,1.27935509752349,0.00200761824310334
