"p_group3","model","RMSE","MAE","MAPE","MDAPE","Bias"
"mid","Generic PC",0.196989085584471,0.145963304555554,229.862745414748,49.5218542436114,0.0785916931944237
"mid","QM",0.167726514171935,0.115614040606765,122.692828738821,43.269971307233,-0.0487132070062548
"mid","LM t model",0.159196275219554,0.107574820322616,128.428940314418,37.2648128192569,-0.0535127175079286
"mid","GB LM",0.154838298398053,0.111823334308258,190.716784010009,36.9360959810053,-0.0176143461852462
"mid","Linear model",0.145434927626894,0.103278547732269,160.265738477854,35.0437850589611,-0.0194103847331001
"mid","LM+hour model",0.144861342306227,0.102660565365188,164.686732872166,34.5459658961357,-0.0194107028831725
"mid","LM bru model",0.144812275435186,0.102705014970473,162.865274896187,34.5558318830395,-0.0194551172337573
"mid","LM beta model",0.142994325678956,0.101507097292182,171.024853995792,34.395961495062,-0.0142389451256686
"mid","AR1 model",0.139484287836582,0.10241817809191,241.10052775284,34.2267052475756,-1.88634109423378e-05
"mid","ST model coarser",NA,NA,153.936328278889,99.9983824051519,-0.290473179604622
"low","Generic PC",0.137187527020807,0.0901154262076395,759.233871208586,73.4058039616778,0.0523233101862917
"low","QM",0.0969150312678826,0.0615714660340922,346.197753178197,65.1582071624915,-0.0130248874946869
"low","GB LM",0.0960401424124293,0.0651289213550308,779.198845292184,55.6128592577833,0.0108913165099637
"low","Linear model",0.0904531634352207,0.0614333587073017,627.063750579834,55.7063123919926,0.0090006722971437
"low","LM bru model",0.0895984474089918,0.0609737779347298,697.06979588548,55.1807473496335,0.00944569076880537
"low","LM+hour model",0.0894884318943995,0.0609048610332581,692.884505893448,55.2837845829309,0.00944477480124834
"low","LM t model",0.0892635202383474,0.0566377977847152,536.83538379397,51.1546247820542,-0.010609414610104
"low","LM beta model",0.088474171270226,0.0605260972372548,800.814528017219,52.3304926305705,0.0115614854698886
"low","AR1 model",0.0842934693744736,0.056268801853503,599.982083545036,52.305157621528,0.00188985317432481
"low","ST model coarser",NA,NA,560.656563936383,100,-0.0655290924849319
