"p_group3","model","RMSE","MAE","MAPE","MDAPE","Bias"
"mid","Generic PC",0.21422922875808,0.168482223184192,1079.99906754015,53.6101602124983,0.0927567434047925
"mid","QM",0.191786936957369,0.140672836712208,396.626620183165,43.7529422649516,-0.0414972485297453
"mid","GB LM",0.17722286420831,0.135095874735466,854.24671269871,38.591744483838,-0.0205653633751209
"mid","Linear model",0.170645512900964,0.129060644129388,772.148644505955,37.1146975356524,-0.0165014690408319
"mid","AR2 model",0.16466969541815,0.127367008289408,972.738021592477,36.0222632115156,-0.000566166437767701
"mid","AR1 model",0.164596040665981,0.127329309801706,968.243379775656,35.9440254118097,-0.000722091790835603
"mid","Spatio-temporal model",0.107056076921077,0.0733956282783064,528.061241191936,19.8775338630997,-0.000206971473328771
"low","Generic PC",0.129221489644141,0.0877268907543344,1243.36810795276,82.1380455371301,0.0430192194294252
"low","GB LM",0.10364468094697,0.0695711564338113,1186.79754342697,65.6439201141316,0.00899606419517415
"low","QM",0.103577196616968,0.0622215751790086,375.208492521626,77.8248306175799,-0.0202065097416118
"low","Linear model",0.0934212881142641,0.0633849671571307,1013.23110709581,65.709065869418,0.00980977590712826
"low","AR2 model",0.0890052859741043,0.0600249640088691,1044.70709103595,61.3571593476838,0.00266662853622732
"low","AR1 model",0.0890017026954514,0.0600247156684691,1040.09898572875,61.0147638054787,0.00272728839041139
"low","Spatio-temporal model",0.055177775978956,0.034296684554495,614.933538703434,35.3723849681659,0.00231117561602815
