"model","RMSE","MAE","MAPE","MDAPE","Bias"
"Generic PC",0.281398666556244,0.19402925344075,403.266835689306,52.1506724147349,0.148411761657526
"QM",0.202583588392802,0.136293736492118,126.24108507524,45.3358569910011,3.34991604046614e-05
"GB LM",0.188366718928346,0.130555766823409,433.929074418057,35.3792117191292,0.0199046170473464
"Linear model",0.172646905758538,0.122772183441549,539.267829376931,35.8053431658965,6.42052905052205e-17
"Spatio-temporal model",0.0957321707534132,0.0633932022023729,218.128106902349,19.8893572679737,1.03417944984228e-08
