"tech_typ","model","RMSE","MAE","MAPE","MDAPE","Bias"
"Wind Offshore","Generic PC",0.389472653951996,0.302410369577778,608.753191635559,76.8345473954223,0.278019970499
"Wind Offshore","QM",0.266356359788667,0.183697559873223,247.079083984859,41.6975384156301,0.108089442192325
"Wind Offshore","GB LM",0.224123675132719,0.166186123518034,312.474596219393,32.6321387234988,0.0197576466986917
"Wind Offshore","AR1 model",0.206812839161829,0.153219806469861,250.680568373532,31.3645967763773,0.000841852025415822
"Wind Offshore","AR2 model",0.206761242944686,0.153166160795788,248.790577538843,31.594810008981,0.000959995331230446
"Wind Offshore","Linear model",0.18722673703866,0.143987141061735,258.310693613239,33.0753562355155,0.00381242622152058
"Wind Offshore","Spatio-temporal model",0.047606103573852,0.032307968705633,76.2960829787257,8.13005509632736,0.000247778565207398
"Wind Onshore","Generic PC",0.267002056041073,0.19096494757072,675.999785036635,55.304848157729,0.127844387070755
"Wind Onshore","QM",0.217896758697039,0.152057535626172,297.417846885316,50.6211872172164,-0.0343917404605937
"Wind Onshore","GB LM",0.203842441021431,0.14859288033149,574.571301586809,42.276676570516,0.0246609511030324
"Wind Onshore","Linear model",0.187255539577097,0.140648980872535,642.650602947639,41.4762803141283,0.00222332441201229
"Wind Onshore","AR2 model",0.174606295658374,0.128923191839291,486.281356361561,38.6762262052556,0.002281564310515
"Wind Onshore","AR1 model",0.174448011149721,0.128805246927897,486.494357625408,38.4591009091676,0.00231461808552787
"Wind Onshore","Spatio-temporal model",0.0607152781257633,0.0408827442853592,96.6036209982554,13.0066938225462,0.000691324665479585
