"p_group3","model","RMSE","MAE","MAPE","MDAPE","Bias"
"high","Generic PC",0.342092756073213,0.24308577981576,1005.98228575534,25.2409273973879,0.216023615785242
"high","QM",0.282325659851878,0.197229941403977,732.905482701394,23.620849614443,0.00402758361284462
"high","GB LM",0.25349728364661,0.180229767707294,807.97830692106,19.0115096492224,0.0137451817744702
"high","Linear model",0.231130722152749,0.17172664369751,790.460996783449,20.976420724894,-0.0022127518369841
"high","AR2 model",0.229934580430273,0.17064837676336,855.326499316729,19.9174661303661,0.000171230162162947
"high","AR1 model",0.229877071624975,0.170617619449231,854.285931923679,19.9045466866688,0.000102147893894087
"high","Spatio-temporal model",0.14010835382789,0.0960501260253211,552.697426013986,11.36260329631,0.000484913089580526
"mid","Generic PC",0.315355609905345,0.212078232732252,503.566695709309,54.6344088943284,0.178506569368748
"mid","QM",0.231062182155355,0.156721470655484,123.503452110619,59.1746234651201,-0.0207763409516165
"mid","GB LM",0.196421105524877,0.135989329860306,433.197597837164,35.5754027278373,0.0303219125271534
"mid","Linear model",0.187719370686254,0.133207182482513,466.247104415077,34.8397019222986,0.0185547615722919
"mid","AR2 model",0.18214556769822,0.129844221378634,308.273111664581,35.4802589578253,0.0040127669345915
"mid","AR1 model",0.182016968542891,0.129683933309366,317.327555111325,35.5067362391174,0.00438314612461984
"mid","Spatio-temporal model",0.107861837964982,0.0749828582819558,211.192234534065,24.3247759604685,0.00468516283716704
