"model","RMSE","MAE","MDAPE","Bias"
"Generic PC",0.284098997990774,0.201751883255149,52.7908804580975,0.156069583165691
"QM",0.202771415265822,0.137618309816547,39.6222802293105,0.000178924289463281
"GB LM",0.19319085758023,0.138346381362887,34.1820692113737,0.0273785803057736
"Linear model",0.175803258782225,0.127991055349826,33.5531329663233,0.00161395027154261
"AR2 model",0.158354215089315,0.114960055487322,29.7382161893294,0.00269332729350155
"AR1 model",0.158223675933273,0.114857896890543,29.7194250353536,0.00267595745174589
"Spatio-temporal model",0.0573221204401143,0.0378147868608283,10.5617524520194,0.000982957462394984
