"model","RMSE","MAE","MDAPE","Bias"
"Generic PC",0.342618427188774,0.250064258829537,31.4361214804189,0.218549990674713
"QM",0.27259745823605,0.193879225975878,27.6769703165163,0.000341278188242791
"GB LM",0.239280407719721,0.173596291041637,21.1881579676199,0.0253241938217483
"Linear model",0.224756122980521,0.167053141577407,22.2415632458274,0.000825209439627864
"AR2 model",0.220149948227342,0.163228521464053,21.7128877455469,0.000431344492245046
"AR1 model",0.220039155564225,0.163182534672014,21.709479237483,0.00043200277078961
"Spatio-temporal model",0.124803108624542,0.0874763385182036,12.2985018583427,0.00100564783835473
