"model","RMSE","MAE","MAPE","MDAPE","Bias"
"Generic PC",0.132609373321063,0.109668683441226,87.971671217514,96.8400197571595,0.107914305945183
"QM",0.0523025287786204,0.038889980460464,34.3114075193813,30.8027330300154,0.0262691452721344
"GB LM",0.0346507264399901,0.0274885480422491,25.6345661691898,20.5249146264082,0.0219045100994183
"AR1 model",0.0247535631228717,0.0200798331490267,20.8081752174661,17.4098649020101,0.0111553541375912
"AR2 model",0.0246628954094518,0.0200117414882918,21.2112935360231,17.1711878598592,0.0112074798099336
"Linear model",0.0223374587638215,0.0169677592778689,18.9138571592996,11.8471012650646,0.00769590652270031
"Spatio-temporal model",0.00591262961751755,0.00460602145062327,5.51047612412329,3.3899647358212,0.00134272178006618
