"model","RMSE","MAE","MAPE","MDAPE","Bias"
"Generic PC",0.193386177116031,0.177302926692539,48.6375762853113,37.9021305467216,0.177302926692539
"QM",0.0531219530727217,0.0399023529654612,10.9173823048207,6.04710136671304,0.0212889546921444
"Linear model",0.048141088297563,0.0383243973872239,13.2936115893398,5.49516324077913,0.0023163135030855
"GB LM",0.0423537756857091,0.0340641883723922,9.49282186909335,5.17125911307318,-0.00781176346174208
"AR2 model",0.0243580936261481,0.0203789954282151,4.87415708488382,3.7041582803225,-0.00708290539885569
"AR1 model",0.0242137479334781,0.0205063246810961,4.93057418973027,3.54842923790151,-0.00696857770156089
"Spatio-temporal model",0.00673490593991954,0.00506241647511081,1.42070689271898,0.704084194832736,0.000227980200916242
