"p_group3","model","RMSE","MAE","MAPE","MDAPE","Bias"
"high","Generic PC",0.218277095806173,0.174678421820771,46.9542185885183,22.2608085763493,0.114743774125387
"high","GB LM",0.189469695579671,0.151177148239567,34.6327758590069,19.0697805297576,-0.0842973223162548
"high","QM",0.185754286605695,0.142442774513554,32.8474317513171,18.3422708565278,-0.0190105880177909
"high","Linear model",0.162487302975853,0.126830181269547,35.8368515679857,14.8607261639497,-0.020505969166539
"high","LM t model",0.159984018776655,0.123696840578829,32.046747611975,14.7175064404612,-0.0218900457880485
"high","LM bru model",0.158049273581386,0.123857905119259,33.2537551425508,14.5792782719416,-0.0199453378657851
"high","LM+hour model",0.157681277490934,0.123552283353783,33.1304632989044,14.7915988704708,-0.0198269150852649
"high","LM beta model",0.156896130020754,0.123368746004466,34.3712197289156,14.4869576089021,-0.0167122840076682
"high","AR1 model",0.152653608998177,0.122021197254223,38.6854259568627,14.454549093201,0.000162302913942344
"high","ST model coarser",NA,NA,110.733439094551,99.9721194136429,-0.420674398709816
"mid","Generic PC",0.207516987778609,0.161333857170704,217.193987213798,51.0524755530288,0.0885874812680448
"mid","QM",0.168606233564582,0.122120557543906,95.4983865472549,40.8799397263718,-0.0262058173078962
"mid","GB LM",0.161323864398761,0.118847836521765,197.523259607594,36.0332755456784,-0.0266761267496533
"mid","Linear model",0.150437535983054,0.114903557552873,230.358144472982,35.644295910448,0.00861633071804345
"mid","LM beta model",0.147495279735387,0.113507805152935,269.837158388537,35.2863166800491,0.0139879268216109
"mid","LM t model",0.147100410634436,0.110495210524604,234.46704955597,34.8869234913287,-0.00275620069606571
"mid","LM bru model",0.147014765829321,0.11250223019907,247.251662111078,35.2852154728872,0.00864990073891217
"mid","LM+hour model",0.146726943193405,0.112292733688904,251.757032125919,35.2471820065742,0.008615613135321
"mid","AR1 model",0.138407829318369,0.105126194005775,226.047854365835,33.0904791845083,0.00106542652398818
"mid","ST model coarser",NA,NA,618.109145048116,99.999440836905,-0.076902003033391
