"dist_coast_g4","model","RMSE","MAE","MAPE","MDAPE","Bias"
"[0.382,11.5]","Generic PC",0.173652394697534,0.127037372174638,595.169204027015,90.1230982196658,0.109850399061839
"[0.382,11.5]","GB LM",0.110894146194393,0.0836521175858938,578.35420389409,62.74346949991,0.0492814416184261
"[0.382,11.5]","QM",0.092471340146707,0.0657988838481435,264.16434445508,52.827112599587,0.0139024460633126
"[0.382,11.5]","Linear model",0.0859906974960502,0.060141185713408,278.401060826224,49.2520924972618,0.00276147105140532
"[0.382,11.5]","AR2 model",0.0804705871983992,0.0552592381808542,272.216245326769,42.9085788729642,0.00323176778309266
"[0.382,11.5]","AR1 model",0.0803868328228008,0.0552031441691324,267.289176192871,43.7698121880914,0.00324143168217442
"[0.382,11.5]","Spatio-temporal model",0.0468073427295996,0.0322016126095392,178.969726899449,24.5181951945644,0.000968978397082118
"(11.5,21.2]","Generic PC",0.150894152074444,0.107253171852192,508.20899226706,68.8535850712008,0.0879725868434449
"(11.5,21.2]","GB LM",0.0943555701549087,0.0685653485735925,473.548118237475,42.9179279919573,0.00926158996925016
"(11.5,21.2]","QM",0.0873934939720315,0.060704716681587,206.695229190774,45.6359899955217,-0.00339835052289925
"(11.5,21.2]","Linear model",0.08303440469521,0.0595727075313522,285.890338444503,42.7506813009452,-0.00304754453606934
"(11.5,21.2]","AR2 model",0.0784833837105445,0.0562009402483386,269.354205046605,38.5626515856539,-0.000542330969782628
"(11.5,21.2]","AR1 model",0.0784149572279643,0.0561694505019065,269.654745410327,38.5235423609356,-0.000548993232897246
"(11.5,21.2]","Spatio-temporal model",0.0454797798425706,0.0317682978376941,182.953939287728,23.2305033721325,0.00210018137737187
"(21.2,34.4]","Generic PC",0.139022729460926,0.0948697151393732,635.110278597025,73.0456709697802,0.0646909112712629
"(21.2,34.4]","GB LM",0.0937675639772681,0.0642342883833989,567.221838946227,48.3241279451911,0.00670514556623193
"(21.2,34.4]","QM",0.0936981549335692,0.0582347500377554,299.747294594319,50.9141369086693,-0.0107942670807255
"(21.2,34.4]","Linear model",0.0892651372382298,0.0604851076705671,533.629849512663,46.8446899535333,0.00741955916370301
"(21.2,34.4]","AR2 model",0.0814514343186778,0.0534012455835774,439.904279054382,42.9312916143429,0.00106683747971706
"(21.2,34.4]","AR1 model",0.0813916113352598,0.0533863876925869,441.120401291325,42.6689841615718,0.00105118267052366
"(21.2,34.4]","Spatio-temporal model",0.0479686212613892,0.0314021686939828,178.043827603577,27.5106277609243,-2.84130252826087e-05
"(34.4,102]","Generic PC",0.116572076262083,0.0772652892613494,692.118941694063,49.1888360365124,0.0145297529389244
"(34.4,102]","QM",0.108218746177317,0.069175326975245,311.225973830196,55.3214816678799,-0.0483458757410868
"(34.4,102]","GB LM",0.100562153394411,0.0687117969976637,611.801640885554,43.0729068498063,-0.0293043083147768
"(34.4,102]","Linear model",0.0902305785093217,0.0655717841744764,808.252540744058,42.2719422909506,-0.00526622672959271
"(34.4,102]","AR2 model",0.0861154247328892,0.0637959130031897,772.067403545439,41.8387473676755,0.000453091684259762
"(34.4,102]","AR1 model",0.0860411565772836,0.0637459420992807,765.322781531465,42.1297981299198,0.000448876553898286
"(34.4,102]","Spatio-temporal model",0.0517307934656126,0.0347898097033928,227.461101907825,24.450026460507,0.00113614112988386
