"dist_coast_g4","model","RMSE","MAE","MAPE","MDAPE","Bias"
"[0.382,11.5]","Generic PC",0.200551632748933,0.147200212939516,825.443070458857,86.7023685352937,0.125849342598078
"[0.382,11.5]","GB LM",0.128152141288914,0.0943642224971352,765.947507913506,54.0109278418369,0.0420608013282622
"[0.382,11.5]","QM",0.114350478561681,0.0753596734999301,338.453129436378,47.4550350748269,0.00316711006883346
"[0.382,11.5]","Linear model",0.110927174900309,0.0762076335145785,326.120500543085,51.3362077238535,0.0127747488358778
"[0.382,11.5]","LM t model",0.106639675232431,0.0703658920713588,385.86154429935,46.4941976008933,-0.00149421203379917
"[0.382,11.5]","LM bru model",0.105804054835739,0.0728260238101517,456.133000053091,48.9021130856411,0.00782662153826807
"[0.382,11.5]","LM+hour model",0.105585950495082,0.0726802583254088,460.119768169749,48.3509136412625,0.00780717008511333
"[0.382,11.5]","LM beta model",0.103170481942329,0.0713376546477917,606.669673833321,41.3379065575279,0.00866291298138327
"[0.382,11.5]","AR1 model",0.10157538526407,0.0700084214121707,520.698886094809,44.524754923999,0.00556306678066531
"[0.382,11.5]","ST model coarser",NA,NA,1793.82468856224,99.9066673120973,-0.156578519092013
"(11.5,21.2]","Generic PC",0.179301638682942,0.128833020624529,566.784772148581,61.9129093121851,0.0924311570510266
"(11.5,21.2]","GB LM",0.133338089637627,0.094023825012256,426.16315991603,42.0927296977881,-0.0139659668054935
"(11.5,21.2]","QM",0.131021367500886,0.0867993153819283,225.419329916738,45.552290196408,-0.03272593677068
"(11.5,21.2]","Linear model",0.125317052433652,0.0865782212563311,261.15950804091,44.84393863013,-0.0189777649776575
"(11.5,21.2]","LM t model",0.125150759639106,0.0828884933390723,341.487126561182,40.6330138239734,-0.0273550513547819
"(11.5,21.2]","LM bru model",0.120266617863265,0.0850459303072473,478.715751101686,41.2015900856614,-0.00215204775466328
"(11.5,21.2]","LM beta model",0.120164362376738,0.0858900193585942,505.436531496576,41.3014348074692,0.00557661135515819
"(11.5,21.2]","LM+hour model",0.11990745584097,0.0847171106100163,493.999818424691,40.8308369183495,-0.0021055556359042
"(11.5,21.2]","AR1 model",0.115796140866301,0.0815170241026625,448.402408625865,39.0933036157747,-0.00176080926313472
"(11.5,21.2]","ST model coarser",NA,NA,728.176574963526,99.9995314100802,-0.207779000855474
"(21.2,34.4]","Generic PC",0.163316927969963,0.111524797139072,699.392445505963,67.2028946149816,0.0776696227446198
"(21.2,34.4]","QM",0.120275905721169,0.0734907999993204,242.96066548521,52.6507743339551,-0.0288266861003161
"(21.2,34.4]","GB LM",0.113223014549621,0.0785738723002556,789.867608836356,46.4264497041346,0.00295147632100292
"(21.2,34.4]","LM t model",0.112668680827433,0.0698830640479497,519.574612535152,47.1017620005006,-0.0207278754739352
"(21.2,34.4]","Linear model",0.110294990505192,0.0776963212656109,903.982590769274,49.2042291346127,0.0121163491878631
"(21.2,34.4]","LM bru model",0.107185527379823,0.0727197055510933,727.852462776441,48.4650088642323,0.00271055222768079
"(21.2,34.4]","LM+hour model",0.10699858678111,0.0725736890229831,741.966319353451,48.5295468634464,0.00280522390632008
"(21.2,34.4]","LM beta model",0.105659116409136,0.0714941065753584,790.485158030682,45.6310798692875,0.00616162686345618
"(21.2,34.4]","AR1 model",0.101482073779166,0.0688266666480055,684.079027629568,47.7154718514162,0.00327231944142038
"(21.2,34.4]","ST model coarser",NA,NA,2077.91855897421,99.9641608502642,-0.116976517569131
"(34.4,212]","QM",0.142611803030196,0.0886175314322487,146.160494200672,56.5917705347201,-0.0659310281146275
"(34.4,212]","Generic PC",0.137963275857419,0.0911853419962829,373.320920945891,50.5164676292779,0.0298002090445357
"(34.4,212]","LM t model",0.124744831559422,0.081378327678261,453.764109812415,43.980845790961,-0.0369663671433317
"(34.4,212]","GB LM",0.122004593381516,0.081126118725686,396.523541191397,42.1424373921872,-0.0305468100780593
"(34.4,212]","Linear model",0.115757586037419,0.0830455172465724,735.866593754666,42.8367151357696,-0.00135439364193725
"(34.4,212]","LM bru model",0.112518755203355,0.0810424042408964,701.499067444327,42.4172328386651,-0.000671732095205614
"(34.4,212]","LM+hour model",0.1124693416365,0.0810818850334121,688.520747238435,42.2966302132536,-0.000676140204222866
"(34.4,212]","LM beta model",0.109983901253604,0.0763094471182885,504.143507513002,41.701704793209,0.000417275773750767
"(34.4,212]","AR1 model",0.105445702566717,0.0744329292542838,541.690756035793,39.7971403028122,-0.000648786886748091
"(34.4,212]","ST model coarser",NA,NA,538.448444411605,100,-0.117878493821831
