"model","crps","energy","log","bs_0_01","bs_0_05","bs_0_1","bs_0_2"
"1",0.112931300496845,12.1235608818354,1.75696579813087,0.0655078631319359,0.100996717632552,0.113477399815043,0.124738576448829
"2",0.106535850313578,11.7774444640492,0.564053380632272,0.0630611226880395,0.0926508440197287,0.104408076602959,0.118945219173859
"3",0.102747381514049,11.7604060159546,0.317796623783029,0.0514919036683107,0.0885443743834772,0.102020337237978,0.120069002928483
"4",0.101147288567724,11.2122562650449,0.494247107371545,0.0614874987669544,0.0872801111282367,0.09717070175709,0.11154055040074
"5",0.105590393454198,11.4595725954083,-0.243609034236783,0.0665764808877928,0.0933644492909988,0.105262588471023,0.118733943742293
"6",0.106418084161279,11.7279073309466,0.484066373648898,0.0623053449445129,0.0916734198520345,0.103803280980271,0.11872321270037
