"model","crps","energy","log","bs_0_01","bs_0_05","bs_0_1","bs_0_2"
"st0_m2",0.106599544727777,12.2084871280495,5.87564001196028,0.0804713058099599,0.110733943474528,0.130471552232398,0.153736031911849
"spde1d",0.0855552542845152,9.52520376067883,-0.129244854998561,0.0802921086147682,0.104524589725243,0.120397734401832,0.126366655266171
"lm_beta",0.0818788371259426,9.60469572460055,-0.460095964488913,0.0735392854894104,0.0965355068689181,0.112798334001145,0.123928496708643
"ar1",0.0824871676928232,9.24703342776882,-0.107232239996229,0.0789174015455066,0.100627624642244,0.115861045077275,0.120492082283915
"lm_t",0.0845248421303406,9.39366078630602,-0.464268778484935,0.0811054271608472,0.103707169862622,0.118297986691471,0.123216297510017
"lm_bru",0.0856958534307056,9.54193374367474,-0.154320742501161,0.0796916159129937,0.10430677962221,0.120419843159702,0.12640365812822
