"model","RMSE","MAE","MDAPE","Bias"
"Generic PC",0.183998224993643,0.103725035250998,77.3806628640187,0.0632464181408743
"QM",0.137069063797153,0.0747513524939613,75.2942514366037,-0.000100490152841289
"GB LM",0.131814666346,0.0797157407661479,62.1923579260091,0.0221935010072809
"Linear model",0.109980025493592,0.0655917630306067,60.1208644675671,0.00311410684987882
"AR2 model",0.108762819566507,0.0649543484407481,59.3603986451612,0.0029284218812758
"AR1 model",0.108746519280211,0.0649377657374168,59.4411590524055,0.00290019230519261
"Spatio-temporal model",0.043142048525992,0.0222831739800852,21.9279065883132,0.00122142275933756
