"model","RMSE","MAE","MAPE","MDAPE","Bias"
"Generic PC",0.182794062871566,0.169493510512052,65.4303446327826,61.0814117815067,0.169493510512052
"QM",0.0468475263875121,0.0342585927881249,11.9209011628028,9.52521882155154,0.0261486190576893
"GB LM",0.0326958656456012,0.027206599093157,13.0210047422992,8.53381442880432,0.00946887139149392
"Linear model",0.0300763545399302,0.0254537810703676,12.07991915172,7.58047685681102,0.000561067737260335
"AR1 model",0.0238083227562138,0.0180468733914514,7.00102417178426,4.56356560731475,-0.0112611575590574
"AR2 model",0.023601151758809,0.0181102345567141,7.13506507707636,5.00084151640983,-0.0111417350209268
"Spatio-temporal model",0.00745375764230074,0.00558914805649777,2.53434414948713,1.40876289414457,0.000448396219392515
