"p_group3","model","RMSE","MAE","MAPE","MDAPE","Bias"
"low","Generic PC",0.156628007671076,0.0783395283766051,1697.4297061262,85.4166666666667,0.0460391176619767
"low","QM",0.121787714370152,0.055966655884892,610.630276689293,96.0206608915673,-0.000119879301406197
"low","GB LM",0.11622152757749,0.0630428997892417,2233.59291651778,76.1947880521602,0.00759664513855697
"low","Linear model",0.111099044208124,0.0580580380932093,1879.18087929843,75.1482831097081,9.2631948232433e-18
"low","Spatio-temporal model",0.0365264901014435,0.0199226449449022,602.431600327135,36.4062920177458,-1.47614172199279e-09
