"model","RMSE","MAE","MDAPE","Bias"
"Generic PC",0.229985369740208,0.149838607796758,79.4594594594595,0.0948280221012126
"QM",0.182642065591631,0.112279674190312,69.4210021929551,0.000195481570487837
"GB LM",0.171247050627462,0.113925188250725,59.283834394068,0.0260764164395987
"Linear model",0.149252389872618,0.0997740469170526,56.5703026691487,0.00260566772759231
"AR2 model",0.14627351716242,0.098362310464536,54.1386359215026,0.00197814874175134
"AR1 model",0.146245941436708,0.0983139928627697,53.8404822688716,0.00195997395180244
"Spatio-temporal model",0.0568640367838461,0.0326305163244385,19.9200475361523,0.00155549881871061
