"model","RMSE","MAE","MDAPE","Bias"
"Generic PC",0.214667498949229,0.137198371681429,63.2206472505595,0.0663655198672975
"QM",0.150911452186486,0.0988329198692579,57.8910367041569,-5.38201367662922e-05
"GB LM",0.145723005710518,0.0980817013406299,51.1265422349764,-0.0134206552388699
"AR1 model",0.126958119419779,0.0882336893912861,45.8637799906284,0.0011940171855215
"AR2 model",0.126937161838992,0.0882148388355633,45.8654859835736,0.00120376473152917
"Linear model",0.120502074916837,0.0851056943649927,44.4508296210688,0.0014910979997629
"Spatio-temporal model",0.0606228174793961,0.0400603437828577,23.8973556634635,0.000936266751304327
