"p_group3","model","RMSE","MAE","MAPE","MDAPE","Bias"
"mid","Generic PC",0.158670108689434,0.108682745348604,814.111639401071,62.3098691016442,0.046520939704963
"mid","GB LM",0.121084638713254,0.084035524786053,734.506137032816,51.4592281179009,-0.0155662212035169
"mid","QM",0.120847314706405,0.0809764923526779,462.789675043345,57.1222656568098,-0.0322841007412711
"mid","LM t model",0.115593548314628,0.0766255388017873,610.056275001345,48.9579578119371,-0.0280439822650299
"mid","Linear model",0.111329081827119,0.0786642616355004,846.042142926188,48.3106100733372,-0.00277844697546827
"mid","LM bru model",0.110192276438577,0.0782678702351721,870.82341793896,48.5277886603762,-0.0024857476655331
"mid","LM+hour model",0.109656640566679,0.0776406349406976,861.840089652331,48.4269195287654,-0.00258273317685921
"mid","LM beta model",0.109253150824873,0.0774497755349157,846.493260953243,47.3130336731253,-0.00103663077211264
"mid","AR1 model",0.107061870571388,0.0761668210446552,946.105567690329,46.6501782157306,0.000489453166086615
"mid","ST model coarser",NA,NA,890.16292605319,99.9999931573145,-0.0639102105142959
"low","Generic PC",0.110351624862726,0.0601410154435927,1416.54362832377,78.3083333333333,0.0363856308267891
"low","GB LM",0.0735394723996283,0.0457333837621194,2071.22276887939,59.4702187585391,0.00715660769139125
"low","QM",0.0717323651972267,0.0390551394761261,646.471189532108,83.4488264650375,-0.00754200003785589
"low","LM+hour model",0.0668096260659387,0.042614043021589,1620.2571218934,70.1116550456165,0.0138328046013709
"low","Linear model",0.0667614311281031,0.0432090417133213,1667.26908079991,70.9057452319479,0.0129926457636141
"low","LM bru model",0.0663134389184019,0.0424806066009422,1619.55266458544,69.1917818615926,0.0132139723992312
"low","LM t model",0.0657175181964757,0.0371450578654127,1195.19946994979,58.9154719581722,-0.00362474136604475
"low","LM beta model",0.0652004978907912,0.0414698923299099,1684.67232194724,62.8462813522806,0.0141127714197205
"low","AR1 model",0.0628043936310925,0.0368322397938175,1012.12727413582,64.1091569642201,0.00356419315014262
"low","ST model coarser",NA,NA,4737.80350885931,100,0.0281440681894269
