"model","RMSE","MAE","MDAPE","Bias"
"Generic PC",0.129139597906391,0.0794230068108642,72.5867936027963,0.0403989800996735
"QM",0.101920747376128,0.0586350026782773,71.6298546240962,-0.0177228890656047
"GB LM",0.100359208440413,0.0647689170133433,58.9165415360123,0.00786431906073304
"Linear model",0.0903890217889394,0.0556171345668053,56.7315596618241,0.00213804628174424
"AR2 model",0.0871373124916479,0.053818759790768,57.0481291389822,0.00248453052444336
"AR1 model",0.0870361880597884,0.0537273974750896,57.2681994875819,0.002440043871305
"Spatio-temporal model",0.0504754208121497,0.0287162868702085,31.2623819546425,0.00103529859493754
