"p_group3","model","RMSE","MAE","MAPE","MDAPE","Bias"
"high","Generic PC",0.207860631098557,0.162521936933595,127.464172400251,27.2677430719319,0.126022182947056
"high","QM",0.172750281790762,0.127022554196172,54.0200599360326,22.0982435640018,-0.0275584649712488
"high","GB LM",0.163995086815559,0.129868316860028,144.846057953983,20.2334271165346,-0.0573146828594327
"high","Linear model",0.14060892482534,0.108178242239217,142.907286508482,16.7682531425288,-0.0131013559841496
"high","LM t model",0.139822698996168,0.106097951985231,104.416981499738,16.5960534883826,-0.0197981044216065
"high","LM bru model",0.13728916765737,0.106069118528497,119.716527532964,16.5184484285008,-0.0146109676863844
"high","LM+hour model",0.136492983042713,0.105225505423682,145.457852275248,16.3509870767313,-0.0141768579500541
"high","LM beta model",0.134233773010442,0.104470043995672,160.514575342133,15.772714292574,-0.00857681635551264
"high","AR1 model",0.127149623899001,0.0991714300695314,273.721489003664,15.2609547676474,0.000110518674748304
"high","ST model coarser",NA,NA,880.316249666518,99.9999510449932,-0.468006495585147
"mid","Generic PC",0.199025535550663,0.150422232146811,464.860938746552,51.4092803233274,0.0927441424597571
"mid","QM",0.158314498876919,0.11151508767187,203.516423117347,43.112370840471,-0.0367776966685978
"mid","GB LM",0.151309788565093,0.111384976316275,434.405754902075,36.391973941555,-0.0166528839342961
"mid","Linear model",0.143064426117592,0.106900605585486,476.514125058368,36.8225109461641,0.00282984577736443
"mid","LM t model",0.142156568280583,0.103795154695228,415.31021300837,36.211023410494,-0.00885938271918681
"mid","LM beta model",0.141272489855008,0.105683343368609,505.251556146846,35.4002028260793,0.00794747326664679
"mid","LM bru model",0.140944968409089,0.105336618809128,472.675346268138,36.5142106161774,0.00325023142162113
"mid","LM+hour model",0.139764594167339,0.104270622055713,444.15142877079,36.2936434651312,0.00333326848938737
"mid","AR1 model",0.134598209645298,0.10057376686351,432.201659183787,34.0109336438492,0.000725999344041266
"mid","ST model coarser",NA,NA,1230.94662019949,99.9999970181834,-0.160824491553518
"low","Generic PC",0.1441531849769,0.0954747551400912,495.767887441847,87.0542994641146,0.0714044944111632
"low","GB LM",0.0974051159937442,0.0653570423116902,494.784154053823,59.6860742746662,0.0282969594809939
"low","LM bru model",0.0925463654723649,0.065172857890644,590.087322645394,71.8496575632921,0.0304811741810516
"low","Linear model",0.0925259018630972,0.0644947796445619,579.702564470934,67.6170958716525,0.0281988764790548
"low","LM+hour model",0.0923084904090788,0.0655352852388948,697.79181645541,71.0175380841093,0.0299770802696346
"low","LM beta model",0.0910106267302558,0.0656068977965831,712.18731322294,67.3255238201008,0.0377037662325418
"low","QM",0.0882734701871235,0.0552115470279718,161.923037303668,65.6426879373005,-0.00452566488578419
"low","LM t model",0.0876462592103406,0.0600357690596462,544.068768873677,63.116150165679,0.0207225545282107
"low","AR1 model",0.0817885598194156,0.054175952710592,345.665211373511,62.4854477420331,0.00365163009967253
"low","ST model coarser",NA,NA,1334.18726601755,100,0.00957474033259846
