"p_group3","model","RMSE","MAE","MAPE","MDAPE","Bias"
"high","Generic PC",0.231977539553959,0.188962882482964,104.106837160109,31.0662504413303,0.152314322427143
"high","QM",0.186108279298962,0.142836971695136,39.7217029031051,22.7213997837241,-0.0255809972554147
"high","GB LM",0.168817372503175,0.136934159144667,76.6540620807853,20.2873854653435,-0.0397930581974707
"high","Linear model",0.150391595884597,0.119111076609584,66.2805548537651,17.5832947676351,-0.0161918623574929
"high","AR2 model",0.143078077532843,0.113218665735598,126.952453602417,16.1604652206367,-0.000542185736441339
"high","AR1 model",0.142968877908861,0.113117161827949,128.460284131792,16.1383282933034,-0.00051929849851171
"high","Spatio-temporal model",0.0936182919923329,0.0701329704996497,36.2129639157788,9.99444345257212,-0.000284726500825
"mid","Generic PC",0.208391648118062,0.163437598331896,286.458169539028,63.0880796343079,0.123522512304407
"mid","QM",0.145915370281879,0.106957204437184,116.84549818626,39.9345391941007,-0.0273837753867389
"mid","GB LM",0.139075739898991,0.106824139919328,205.728603159596,38.3544359739963,0.0160435842070487
"mid","Linear model",0.130598082166692,0.0997152289435519,204.029157039071,35.6036334287191,0.0185006752216952
"mid","AR2 model",0.120186819679405,0.0887268408980182,188.252242144742,31.2624520948116,0.000855918346837963
"mid","AR1 model",0.120109661655928,0.0886860400416997,188.798506851265,31.2414720783987,0.000954756367903572
"mid","Spatio-temporal model",0.0767485863454771,0.0553068159180203,99.4110758301209,19.6490668726633,0.000583660676961903
"low","Generic PC",0.134929938610834,0.0852461809769051,407.554209143074,69.1258549104224,0.044318065835641
"low","QM",0.111298357716013,0.0654149013528609,134.13123310778,66.4494652228858,-0.0273202987016882
"low","GB LM",0.104669384263259,0.0688523995971885,458.500676108426,56.8622663070524,0.00249466419361322
"low","Linear model",0.102765481164215,0.0692276562974685,496.044669619798,63.7964937366759,0.0033446398063266
"low","AR2 model",0.0938909855973175,0.06301199455373,439.407395021482,54.9921176794261,0.00552156080973569
"low","AR1 model",0.0938289594243603,0.0629600975046869,437.700669274889,54.4681871843123,0.00535789343368972
"low","Spatio-temporal model",0.0589075441097328,0.0359690097004191,283.58328190316,31.8262616562263,0.00232335799122214
