"p_group3","model","RMSE","MAE","MAPE","MDAPE","Bias"
"high","Generic PC",0.22038561357589,0.177984161810587,155.107379255204,24.7211854026451,0.129971293499591
"high","QM",0.184174064551561,0.138885589058266,80.0317455458725,19.7681553637713,-0.0250564243733927
"high","GB LM",0.176766490573893,0.14315672250358,143.455977972017,19.5172989307393,-0.0672081916561837
"high","LM t model",0.150647222115852,0.117987192136855,168.250728758737,15.4542759975973,-0.0168124846271057
"high","Linear model",0.150249907902546,0.118149206878432,163.762466746212,15.6459989908589,-0.0148550036143561
"high","LM+hour model",0.149632234424074,0.118093698265305,170.850211814125,15.5407620536232,-0.0146279799358257
"high","LM bru model",0.1495970659592,0.11816235533679,180.695620877938,15.4511348830015,-0.0149969378502244
"high","LM beta model",0.147994324158743,0.117927744759178,162.689708645466,15.2869159367736,-0.0116692937087083
"high","AR1 model",0.140856911446438,0.11149700748465,170.749590488122,14.4978066545308,1.39391420837089e-05
"high","ST model coarser",NA,NA,899.40396480986,99.7688917151316,-0.41357576974269
"mid","Generic PC",0.201482488107207,0.154215963524459,330.051261153521,46.1569633078619,0.102686691447974
"mid","QM",0.158044079175046,0.113338868051752,139.041826159451,36.9631796723015,-0.0269607441495946
"mid","GB LM",0.151093283908258,0.113415514245442,278.89994870277,32.1184363125448,-0.0197047435624166
"mid","Linear model",0.140355454095515,0.106021882031313,331.451039781102,31.8650360058959,0.0108970448203884
"mid","LM bru model",0.137700708321803,0.103981596976959,376.813790767003,30.8079853273793,0.0106039308742227
"mid","LM t model",0.137430975439763,0.102599387730947,355.191971458943,30.5275604400155,0.00397751041355684
"mid","LM+hour model",0.136802706099756,0.103187205519076,350.194711748404,30.760687425014,0.0103874247380691
"mid","LM beta model",0.136786268067526,0.103659999189057,342.954460912235,30.2141450301953,0.0154518076746808
"mid","AR1 model",0.12945457857518,0.0970489690659232,330.717263814181,28.5896075710116,0.00105045120736774
"mid","ST model coarser",NA,NA,1786.59723047851,100,-0.135618562292968
