"model","RMSE","MAE","MAPE","MDAPE","Bias"
"Generic PC",0.241198489824267,0.232150560828855,57.694685871549,56.8206881252382,0.232150560828855
"QM",0.0446744657268768,0.0365101552955674,8.85841679249257,7.15307094177866,0.0248944083905806
"GB LM",0.0350324871035086,0.0270890791091055,7.20086001339345,5.22587945587672,0.0151052729857903
"Linear model",0.0322653699661544,0.0257634658894892,6.92358391119719,4.99109808095019,0.000424151322800517
"AR1 model",0.0318623708056799,0.0267944094766362,6.33443624015628,5.70179096803938,-0.0220901262827765
"AR2 model",0.0316561342973319,0.0263417109277296,6.1652963743075,5.54950439916289,-0.02189740496031
"Spatio-temporal model",0.00735515502129249,0.00596778757391377,1.66351814996847,1.05071263287768,0.000388623005102836
