"tech_typ","model","RMSE","MAE","MAPE","MDAPE","Bias"
"Wind Offshore","Generic PC",0.177362555465635,0.126890692454271,1135.02865003715,75.3369914486319,0.117418749000385
"Wind Offshore","GB LM",0.0986984943300084,0.064617795180322,607.742487437441,34.1103345259289,-0.0206601795950449
"Wind Offshore","QM",0.0893764902515002,0.05924722904716,503.46506570228,36.4231546329002,-0.00263463136748408
"Wind Offshore","Linear model",0.0844792462384613,0.0567712022905065,675.415538048678,32.8173306327788,0.000425339391681401
"Wind Offshore","AR2 model",0.0838288963970937,0.0562470242924503,677.025217136593,32.7090555913803,-0.0001479038612728
"Wind Offshore","AR1 model",0.0837630753403621,0.0562317194110502,681.152055847097,32.8160897921691,-5.20170710940158e-05
"Wind Offshore","Spatio-temporal model",0.0381886140854475,0.0247754234087521,120.747115891469,14.7797380461397,0.000208743621619988
"Wind Onshore","Generic PC",0.105433053244267,0.0659997296950812,1060.98499885342,79.9335227204685,0.0420892282935085
"Wind Onshore","GB LM",0.0827207189477879,0.0562080957378489,1137.12061068072,70.1495687375459,0.0270288872843004
"Wind Onshore","QM",0.073682912653434,0.0430723118720541,398.950179450317,71.9951959721099,-0.0108382665760698
"Wind Onshore","Linear model",0.0706872613152142,0.0442703681121791,828.42070652723,61.5045279594784,0.000519472516865909
"Wind Onshore","AR2 model",0.0657224484639471,0.0419294983250507,768.759149544584,62.5957377025067,0.00184831617902605
"Wind Onshore","AR1 model",0.0656531500201953,0.0419007008448849,770.419220389751,62.3526676035194,0.00183383826792861
"Wind Onshore","Spatio-temporal model",0.0369420276534993,0.0219088796866412,360.008339403224,33.5191114518238,0.00097072960678969
