"elevation_g4","model","RMSE","MAE","MAPE","MDAPE","Bias"
"0","Generic PC",0.350977625542553,0.257030659207562,108.831331003458,23.8938619349936,0.254469394813695
"0","QM",0.238976201497891,0.15446744881382,55.6211725924816,11.9356687852913,0.0797804019116379
"0","GB LM",0.213136665934214,0.150548499541395,68.300748335631,15.7727199011769,0.00125585831473546
"0","AR2 model",0.200437431163673,0.141754771470985,106.447724550438,15.1036929894361,0.00048392941538542
"0","AR1 model",0.200354391647729,0.141651689185798,108.55909006501,14.9747335516493,0.000782890873228725
"0","Linear model",0.158278814532809,0.124691085900196,46.6087879627261,14.2696661779021,0.00435999207491419
"0","Spatio-temporal model",0.0514227879111666,0.0341083008703192,102.808442985646,3.47653166102588,0.000209947617086073
"[3,196]","Generic PC",0.358135071966213,0.26554582348881,185.63519518398,36.1096176740462,0.243480244488428
"[3,196]","QM",0.285400352303419,0.196587650555571,83.4863374350823,27.9757924185419,0.0322182584689026
"[3,196]","GB LM",0.247773644352976,0.181971878573211,150.93871590112,21.7906799191061,0.0563099437290854
"[3,196]","Linear model",0.245878762361666,0.183790172893672,81.7084601216947,25.3960230104904,-0.0177951253063518
"[3,196]","AR2 model",0.222704080153883,0.16960341837538,73.0669343368217,23.3388467489322,-0.00341061886625799
"[3,196]","AR1 model",0.222595980239438,0.169549994116549,73.8750686077203,23.2204660418017,-0.00367290016253768
"[3,196]","Spatio-temporal model",0.0771292616224343,0.0550340424581195,26.1538390045573,8.66461834989339,5.47830277332211e-05
"(196,321]","Generic PC",0.369960375925044,0.274660802135299,458.111236039981,38.9381238270554,0.247086379442361
"(196,321]","QM",0.275174639035928,0.200760968918807,155.681351607647,31.7145608792212,0.0128069611821807
"(196,321]","GB LM",0.26234603510126,0.192026360870388,372.193796383821,24.1447623082128,0.0674235170944475
"(196,321]","Linear model",0.253860117582154,0.189622131279014,488.965135170223,25.8191285302486,0.029269326191329
"(196,321]","AR2 model",0.242621549255511,0.183558842853637,458.104416483635,26.6324256056718,0.0104929345205596
"(196,321]","AR1 model",0.242524030852801,0.183585848041312,457.295774137301,26.6254820046459,0.0105420558912082
"(196,321]","Spatio-temporal model",0.075725382869889,0.0531660347781276,189.762868684366,8.91681254150014,0.00236849915449985
"(321,725]","QM",0.285966581194564,0.221250387942293,59.3236265141686,38.2013350189384,-0.121585324831687
"(321,725]","Generic PC",0.28253929998547,0.201167137082819,90.2190783016801,28.3336816729827,0.128105078791682
"(321,725]","GB LM",0.227793981482349,0.167205336176173,75.3688903451221,23.30209094736,-0.028755496160824
"(321,725]","Linear model",0.222714332219973,0.165973050108039,116.085788122175,22.9889414929125,-0.013588897675286
"(321,725]","AR2 model",0.209996035510457,0.155393796795532,98.2612885497581,21.7393437683751,-0.00637351982561297
"(321,725]","AR1 model",0.209850158558891,0.155377292556341,98.1272257452631,21.8069618051788,-0.00643247972018908
"(321,725]","Spatio-temporal model",0.0991089086617494,0.0669064448930179,44.1764030006537,9.12701376494643,0.000179740406560286
