"model","RMSE","MAE","MDAPE","Bias"
"Generic PC",0.188966773976966,0.108798054329649,89.5341873216667,0.0639383454911745
"QM",0.140883548553696,0.0751298137091329,81.4343662056021,0.000256292802163967
"GB LM",0.133337218447479,0.0802635625838507,72.7598862967338,0.0141274666287751
"Linear model",0.125946527386132,0.0742668052298094,66.9990863316457,0.000212445699027396
"AR1 model",0.116238055973535,0.0706150131267012,68.2421729867414,0.00186990450800953
"AR2 model",0.116156187897927,0.0706143913256721,68.396660136556,0.00192016592555019
"Spatio-temporal model",0.0393293532275021,0.0227807832666135,26.3149842454876,0.00166898508765002
