"model","RMSE","MAE","MAPE","MDAPE","Bias"
"Generic PC",0.234726845079775,0.227700230652748,70.9944611036575,74.3912243350259,0.227700230652748
"QM",0.0627126801975484,0.0521829389658022,15.9724651073655,15.140820918638,0.0507916700978806
"GB LM",0.034960571422858,0.0298473122780395,9.62557044648021,9.07906531154875,0.0161131569673946
"Linear model",0.0315312328644943,0.0265260799345745,8.48273714018041,7.30185101817995,0.00850398832088614
"AR2 model",0.0233997336711341,0.0185527595901132,5.91148658477318,4.51142635099247,0.00806941520022138
"AR1 model",0.0231350859620837,0.0180905980480166,5.78284493590774,4.057338520609,0.00812770998271956
"Spatio-temporal model",0.00771297995480762,0.00597193403179822,1.80121559740912,1.50870290548085,0.000291554330961514
