"elevation_g4","model","RMSE","MAE","MAPE","MDAPE","Bias"
"[-100,38]","Generic PC",0.206795445687168,0.10867129796641,2469.95991353427,105.69599182977,0.0892032610877162
"[-100,38]","QM",0.148390400545039,0.0701799826874074,1395.11018099678,81.9630088714742,0.0330121848115809
"[-100,38]","GB LM",0.118894660887227,0.0711369673349247,1450.72632724747,67.0185760912515,0.0268391154534687
"[-100,38]","Linear model",0.102006349492712,0.0595534760521751,1345.92431929194,70.4185686565066,-0.00258699627504237
"[-100,38]","Spatio-temporal model",0.0473767559546498,0.0248357900391315,428.430726796792,33.6574419357335,-0.00319711148408919
"(38,222]","Generic PC",0.24172186111645,0.139492564745348,1139.86505813307,79.7402597402597,0.112656749400189
"(38,222]","GB LM",0.172063967652279,0.103043766914798,1267.4546095938,64.6088601630752,0.0644533117239565
"(38,222]","QM",0.171528425734271,0.0947233611400743,555.671126565182,71.7533207224959,0.0360892564479156
"(38,222]","Linear model",0.115213677268467,0.0776365997388241,891.665365444891,71.994470697675,-0.00745389074570544
"(38,222]","Spatio-temporal model",0.0625325927952283,0.0390069422760969,515.895004334527,35.4000461390274,0.00245249268252832
"(222,334]","Generic PC",0.164086978874488,0.0991479505374434,867.225240377356,75.9940542549238,0.064356177121868
"(222,334]","GB LM",0.126861890381554,0.0799718385877063,932.689749271704,65.0389111345782,0.0367696643712132
"(222,334]","QM",0.114586722230606,0.0665982988521797,427.906332627449,66.4829361199022,0.000802076110633638
"(222,334]","Linear model",0.105846876290022,0.0650910678352915,968.38824329901,58.6134894198757,0.0127187332003117
"(222,334]","Spatio-temporal model",0.0767899709673204,0.0441855457170957,748.414959929336,41.670157704979,0.0173113279181866
"(334,725]","QM",0.172657480366182,0.10455597897732,82.5861052264468,71.0417434568881,-0.07089579944439
"(334,725]","Generic PC",0.158554950975049,0.095310627244771,124.382100372219,57.8463136559989,-0.0139183791562654
"(334,725]","GB LM",0.156267528575693,0.0968538866551281,163.30855560516,55.4259448770102,-0.0355540418812952
"(334,725]","Linear model",0.152429058216184,0.106035708677075,461.966774123316,61.0722060257001,-0.00224361938057011
"(334,725]","Spatio-temporal model",0.095589832300143,0.0561257088716702,152.104333603743,34.1916083174047,-0.015984588371696
