"p_group3","model","RMSE","MAE","MAPE","MDAPE","Bias"
"high","Generic PC",0.231440410049376,0.185598232724856,143.275473175537,31.0621610533122,0.151525256178028
"high","GB LM",0.195550666436808,0.14426646191854,104.613346830173,20.8286729212555,-0.0512634106085547
"high","QM",0.185804828557394,0.140080962396681,56.7722971695018,21.5013594304017,-0.0469266641270644
"high","LM t model",0.15221161426838,0.115163554105524,81.6992851393385,17.7848008481029,-0.0119568237908769
"high","LM beta model",0.148285006528549,0.116403829412648,128.102919035218,16.8652408821037,0.00496005948648154
"high","Linear model",0.148212402037648,0.118634374424642,122.199369590376,17.3531302088964,0.00224170729226647
"high","LM+hour model",0.146565836729547,0.116567411031014,111.53377146328,17.2694628917914,0.0012591951470368
"high","LM bru model",0.14612402201529,0.115925595810283,119.84346182841,17.2117949446619,0.000977875602126634
"high","AR1 model",0.14354239908167,0.115190817291132,153.792470519123,16.8825321699769,-0.000418335483660618
"high","ST model coarser",NA,NA,1062.10929779953,100,-0.376484705850316
"mid","Generic PC",0.214223099319015,0.166084298462423,541.693328618863,47.7409057686426,0.103963619285858
"mid","QM",0.201279824529665,0.141201137535096,172.291768876797,41.3085980707213,-0.0903377831521919
"mid","LM t model",0.169980215665,0.122520932344322,290.224275377014,33.8330502483164,-0.0419873822770461
"mid","GB LM",0.169924781924925,0.128002281904479,448.446485356997,33.5680650668947,-0.0228207371064165
"mid","Linear model",0.161255871006653,0.122549271539116,370.124195446576,32.9058926295266,-0.0136351517872689
"mid","LM+hour model",0.159303972182738,0.119978621606423,397.97426521218,32.4271104229617,-0.0134892972097445
"mid","LM bru model",0.159146734490999,0.119867678803408,398.485317095866,32.4788893795867,-0.0133981357329514
"mid","LM beta model",0.158004972401667,0.11902754991043,457.440909933955,32.3177262569617,-0.0077392120786404
"mid","AR1 model",0.152916751269181,0.116309168282444,464.649518498067,30.8310863522011,0.000763749849703417
"mid","ST model coarser",NA,NA,1883.90915267156,100,-0.175790718039141
"low","Generic PC",0.111893520157628,0.0675680787024194,1218.40951223054,85.2564363859295,0.0380651932340712
"low","GB LM",0.0844233979576282,0.0557148931969289,1258.29919098113,67.6712257269092,0.0158285894112049
"low","QM",0.0810959968938044,0.0422332258974643,312.926627707012,79.3048650336733,-0.0231124990839598
"low","Linear model",0.0787698730424238,0.0492367302066607,906.035043195279,71.9879489146118,0.0124485119706636
"low","LM bru model",0.0773086891563277,0.048829744176084,1078.10998293046,71.6097312323248,0.0127697019682534
"low","LM+hour model",0.0771432578254246,0.0486951286213865,1073.22214083795,70.9159676552408,0.0126725631469591
"low","LM beta model",0.0758325584439801,0.0480855459765931,1225.13018869332,66.1431294396488,0.0150847207641845
"low","LM t model",0.075090714353677,0.0426897570475407,733.468775710333,62.3664593610527,-0.00389428546914252
"low","AR1 model",0.0720394982984129,0.0441065639741505,950.991517613808,66.2301107622965,0.00420016234694757
"low","ST model coarser",NA,NA,8376.96492741874,100,0.153563336312575
