"model","RMSE","MAE","MDAPE","Bias"
"Generic PC",0.273408544314403,0.195393746034382,63.2361502369134,0.156190469537668
"QM",0.182083442745929,0.126115089636162,45.3808878617171,0.000138034504111191
"GB LM",0.173218477740745,0.124448858389438,40.3675106277276,0.0267952465924264
"Linear model",0.159633535788159,0.115865274638622,38.8935509051033,0.00119748305570292
"AR2 model",0.151375000658624,0.109861488607162,37.38539476087,0.00137239632066618
"AR1 model",0.151307278335107,0.109854792026777,37.3779483628088,0.00135617401321198
"Spatio-temporal model",0.0556249681507761,0.0360593353677571,12.4435730913222,0.00039855273326584
