"model","crps","energy","log","bs_0_01","bs_0_05","bs_0_1","bs_0_2"
"st0_m2",0.142979496888191,16.120867175287,2.08710782707531,0.085907252826942,0.124344162856441,0.168775523721731,0.220182003687316
"spde1d",0.107885415874581,13.4426267332709,2.24428766777866,0.0651093088741396,0.0815079264995084,0.104516947517207,0.136380830629302
"lm_beta",0.099757326951598,12.9803855811416,0.181945208802703,0.062457063913471,0.078061313913471,0.100483792649951,0.127104363938053
"ar1",0.122153805052162,14.5672346717058,2.32059681787573,0.063943189159292,0.0793798536135693,0.101787912364798,0.133087199606686
"lm_t",0.416124493353073,115.389026812062,1.40816550988539,0.175871151794494,0.183134615290069,0.191739268436578,0.20260230666175
"lm_bru",0.108005703352071,13.4677372546615,2.25164934279337,0.0647914256391347,0.0812128290314651,0.104778292158309,0.136841017576205
